gene	isoform	isoform_idx	go_idx	go_id	go_name	pred_score	gene_mean	excess	feature_type	domain_count	seq_length	n_gene_isoforms	type
ENSG00000137094	BambuTx1024	22	15	GO:0003723	RNA binding	0.5316	0.3808	0.1508	Type1_DomainLoss	2	348	6	novel_GO
ENSG00000137094	ENST00000541010.5	27138	15	GO:0003723	RNA binding	0.5316	0.3808	0.1508	Type3_SameDomain	2	348	6	novel_GO
ENSG00000137094	ENST00000541010.5	27139	15	GO:0003723	RNA binding	0.5316	0.3808	0.1508	Type3_SameDomain	2	348	6	novel_GO
ENSG00000271092	BambuTx103	25	39	GO:0005515	protein binding	0.5556	0.5769	-0.0213	Type0_NoDomain	1	195	2	novel_GO
ENSG00000271092	BambuTx104	35	39	GO:0005515	protein binding	0.5982	0.5769	0.0213	Type0_NoDomain	1	226	2	novel_GO
ENSG00000215126	BambuTx1035	27	20	GO:0003924	GTPase activity	0.6637	0.6637	0.0	Type0_NoDomain	1	160	4	novel_GO
ENSG00000215126	BambuTx1035	27	39	GO:0005515	protein binding	0.4862	0.4862	0.0	Type0_NoDomain	1	160	4	novel_GO
ENSG00000215126	BambuTx1035	27	41	GO:0005524	ATP binding	0.423	0.423	0.0	Type0_NoDomain	1	160	4	novel_GO
ENSG00000215126	BambuTx1035	28	20	GO:0003924	GTPase activity	0.6637	0.6637	0.0	Type0_NoDomain	1	160	4	novel_GO
ENSG00000215126	BambuTx1035	28	39	GO:0005515	protein binding	0.4862	0.4862	0.0	Type0_NoDomain	1	160	4	novel_GO
ENSG00000215126	BambuTx1035	28	41	GO:0005524	ATP binding	0.423	0.423	0.0	Type0_NoDomain	1	160	4	novel_GO
ENSG00000215126	BambuTx1036	29	20	GO:0003924	GTPase activity	0.6637	0.6637	0.0	Type0_NoDomain	1	160	4	novel_GO
ENSG00000215126	BambuTx1036	29	39	GO:0005515	protein binding	0.4862	0.4862	0.0	Type0_NoDomain	1	160	4	novel_GO
ENSG00000215126	BambuTx1036	29	41	GO:0005524	ATP binding	0.423	0.423	0.0	Type0_NoDomain	1	160	4	novel_GO
ENSG00000215126	BambuTx1036	30	20	GO:0003924	GTPase activity	0.6637	0.6637	0.0	Type0_NoDomain	1	160	4	novel_GO
ENSG00000215126	BambuTx1036	30	39	GO:0005515	protein binding	0.4862	0.4862	0.0	Type0_NoDomain	1	160	4	novel_GO
ENSG00000215126	BambuTx1036	30	41	GO:0005524	ATP binding	0.423	0.423	0.0	Type0_NoDomain	1	160	4	novel_GO
ENSG00000147996	BambuTx1037	31	39	GO:0005515	protein binding	0.4746	0.4761	-0.0015	Type0_NoDomain	0	180	6	novel_GO
ENSG00000147996	BambuTx1037	32	39	GO:0005515	protein binding	0.4746	0.4761	-0.0015	Type0_NoDomain	0	180	6	novel_GO
ENSG00000147996	ENST00000377384.5	15833	39	GO:0005515	protein binding	0.5111	0.4761	0.035	Type0_NoDomain	0	113	6	novel_GO
ENSG00000147996	ENST00000382405.8	16806	39	GO:0005515	protein binding	0.4471	0.4761	-0.029	Type0_NoDomain	1	395	6	novel_GO
ENSG00000147996	ENST00000497250.5	24724	39	GO:0005515	protein binding	0.4746	0.4761	-0.0015	Type0_NoDomain	1	180	6	novel_GO
ENSG00000147996	ENST00000497250.5	24725	39	GO:0005515	protein binding	0.4746	0.4761	-0.0015	Type0_NoDomain	1	180	6	novel_GO
ENSG00000196873	BambuTx1039	33	20	GO:0003924	GTPase activity	0.6637	0.6637	0.0	Type0_NoDomain	1	160	4	novel_GO
ENSG00000196873	BambuTx1039	33	41	GO:0005524	ATP binding	0.423	0.423	0.0	Type0_NoDomain	1	160	4	novel_GO
ENSG00000196873	BambuTx1039	34	20	GO:0003924	GTPase activity	0.6637	0.6637	0.0	Type0_NoDomain	1	160	4	novel_GO
ENSG00000196873	BambuTx1039	34	41	GO:0005524	ATP binding	0.423	0.423	0.0	Type0_NoDomain	1	160	4	novel_GO
ENSG00000196873	BambuTx1040	36	20	GO:0003924	GTPase activity	0.6637	0.6637	0.0	Type0_NoDomain	1	160	4	novel_GO
ENSG00000196873	BambuTx1040	36	41	GO:0005524	ATP binding	0.423	0.423	0.0	Type0_NoDomain	1	160	4	novel_GO
ENSG00000196873	BambuTx1040	37	20	GO:0003924	GTPase activity	0.6637	0.6637	0.0	Type0_NoDomain	1	160	4	novel_GO
ENSG00000196873	BambuTx1040	37	41	GO:0005524	ATP binding	0.423	0.423	0.0	Type0_NoDomain	1	160	4	novel_GO
ENSG00000148090	BambuTx1047	40	39	GO:0005515	protein binding	0.7422	0.7527	-0.0105	Type3_SameDomain	1	255	2	novel_GO
ENSG00000148090	ENST00000375731.9	15540	39	GO:0005515	protein binding	0.7631	0.7527	0.0105	Type3_SameDomain	1	339	2	novel_GO
ENSG00000165233	BambuTx1049	41	39	GO:0005515	protein binding	0.5501	0.5673	-0.0171	Type0_NoDomain	0	111	4	novel_GO
ENSG00000165233	ENST00000375464.7	15504	39	GO:0005515	protein binding	0.5668	0.5673	-0.0004	Type0_NoDomain	0	226	4	novel_GO
ENSG00000165233	ENST00000466409.1	23130	39	GO:0005515	protein binding	0.6235	0.5673	0.0562	Type0_NoDomain	0	270	4	novel_GO
ENSG00000165233	ENST00000468781.5	23240	39	GO:0005515	protein binding	0.5286	0.5673	-0.0387	Type0_NoDomain	0	163	4	novel_GO
ENSG00000296343	BambuTx1051	42	39	GO:0005515	protein binding	0.5682	0.5682	0.0	Type0_NoDomain	0	197	4	novel_GO
ENSG00000296343	BambuTx1053	44	39	GO:0005515	protein binding	0.5682	0.5682	0.0	Type0_NoDomain	0	197	4	novel_GO
ENSG00000296343	BambuTx1053	45	39	GO:0005515	protein binding	0.5682	0.5682	0.0	Type0_NoDomain	0	197	4	novel_GO
ENSG00000296343	BambuTx1053	46	39	GO:0005515	protein binding	0.5682	0.5682	0.0	Type0_NoDomain	0	197	4	novel_GO
ENSG00000148120	BambuTx1052	43	39	GO:0005515	protein binding	0.5372	0.5646	-0.0273	Type0_NoDomain	0	115	5	novel_GO
ENSG00000148120	ENST00000445181.6	21821	39	GO:0005515	protein binding	0.6063	0.5646	0.0418	Type0_NoDomain	0	183	5	novel_GO
ENSG00000148120	ENST00000471978.5	23434	39	GO:0005515	protein binding	0.5451	0.5646	-0.0194	Type0_NoDomain	0	116	5	novel_GO
ENSG00000148120	ENST00000478473.2	23777	15	GO:0003723	RNA binding	0.4201	0.2043	0.2158	Type0_NoDomain	0	179	5	novel_GO
ENSG00000148120	ENST00000478473.2	23777	39	GO:0005515	protein binding	0.6015	0.5646	0.037	Type0_NoDomain	0	179	5	novel_GO
ENSG00000148120	ENST00000710812.1	36190	39	GO:0005515	protein binding	0.5326	0.5646	-0.032	Type0_NoDomain	0	139	5	novel_GO
ENSG00000158169	BambuTx1054	47	44	GO:0008017	microtubule binding	0.407	0.2094	0.1976	Type0_NoDomain	0	117	10	novel_GO
ENSG00000158169	BambuTx1054	48	44	GO:0008017	microtubule binding	0.407	0.2094	0.1976	Type0_NoDomain	0	117	10	novel_GO
ENSG00000158169	BambuTx1055	49	44	GO:0008017	microtubule binding	0.407	0.2094	0.1976	Type0_NoDomain	0	117	10	novel_GO
ENSG00000158169	BambuTx1055	50	44	GO:0008017	microtubule binding	0.407	0.2094	0.1976	Type0_NoDomain	0	117	10	novel_GO
ENSG00000158169	BambuTx1056	51	8	GO:0003677	DNA binding	0.4078	0.2811	0.1267	Type0_NoDomain	0	147	10	novel_GO
ENSG00000158169	BambuTx1056	52	8	GO:0003677	DNA binding	0.4078	0.2811	0.1267	Type0_NoDomain	0	147	10	novel_GO
ENSG00000158122	BambuTx1058	53	39	GO:0005515	protein binding	0.5836	0.6272	-0.0437	Type0_NoDomain	0	182	4	novel_GO
ENSG00000158122	ENST00000375234.8	15442	39	GO:0005515	protein binding	0.6681	0.6272	0.0408	Type0_NoDomain	0	226	4	novel_GO
ENSG00000158122	ENST00000411939.5	19649	39	GO:0005515	protein binding	0.532	0.6272	-0.0952	Type0_NoDomain	0	109	4	novel_GO
ENSG00000158122	ENST00000446045.1	21876	39	GO:0005515	protein binding	0.7253	0.6272	0.0981	Type0_NoDomain	0	172	4	novel_GO
ENSG00000251349	BambuTx1060	56	39	GO:0005515	protein binding	0.6737	0.6797	-0.006	Type3_SameDomain	1	454	2	novel_GO
ENSG00000251349	ENST00000502978.1	24866	39	GO:0005515	protein binding	0.6856	0.6797	0.006	Type3_SameDomain	1	343	2	novel_GO
ENSG00000186051	BambuTx1065	59	2	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	0.5601	0.5415	0.0187	Type3_SameDomain	1	133	2	novel_GO
ENSG00000186051	BambuTx1065	59	5	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	0.4134	0.3806	0.0329	Type3_SameDomain	1	133	2	novel_GO
ENSG00000186051	BambuTx1065	59	11	GO:0003700	DNA-binding transcription factor activity	0.4809	0.4224	0.0584	Type3_SameDomain	1	133	2	novel_GO
ENSG00000186051	BambuTx1065	59	81	GO:1990837	sequence-specific double-stranded DNA binding	0.4205	0.4378	-0.0173	Type3_SameDomain	1	133	2	novel_GO
ENSG00000186051	BambuTx1066	60	2	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	0.5228	0.5415	-0.0187	Type3_SameDomain	1	108	2	novel_GO
ENSG00000186051	BambuTx1066	60	81	GO:1990837	sequence-specific double-stranded DNA binding	0.4551	0.4378	0.0173	Type3_SameDomain	1	108	2	novel_GO
ENSG00000106771	BambuTx1068	61	39	GO:0005515	protein binding	0.6484	0.6512	-0.0028	Type0_NoDomain	0	840	3	novel_GO
ENSG00000106771	ENST00000374586.8	15294	39	GO:0005515	protein binding	0.6496	0.6512	-0.0016	Type0_NoDomain	0	879	3	novel_GO
ENSG00000106771	ENST00000413712.7	19751	39	GO:0005515	protein binding	0.6556	0.6512	0.0044	Type0_NoDomain	0	871	3	novel_GO
ENSG00000156875	BambuTx107	62	39	GO:0005515	protein binding	0.4777	0.4701	0.0076	Type3_SameDomain	1	452	2	novel_GO
ENSG00000156875	ENST00000370152.8	14060	39	GO:0005515	protein binding	0.4625	0.4701	-0.0076	Type3_SameDomain	1	490	2	novel_GO
ENSG00000070159	BambuTx1070	63	53	GO:0019901	protein kinase binding	0.4165	0.2609	0.1556	Type2_PartialTrunc	2	511	7	novel_GO
ENSG00000070159	BambuTx1070	63	68	GO:0045296	cadherin binding	0.4169	0.208	0.2089	Type2_PartialTrunc	2	511	7	novel_GO
ENSG00000136933	BambuTx1077	68	9	GO:0003682	chromatin binding	0.5022	0.4991	0.0032	Type3_SameDomain	1	267	4	novel_GO
ENSG00000136933	ENST00000259460.12	3708	9	GO:0003682	chromatin binding	0.4821	0.4991	-0.017	Type3_SameDomain	1	321	4	novel_GO
ENSG00000136933	ENST00000373538.8	15029	9	GO:0003682	chromatin binding	0.506	0.4991	0.0069	Type3_SameDomain	1	372	4	novel_GO
ENSG00000136933	ENST00000373538.8	15029	80	GO:1990756	ubiquitin-like ligase-substrate adaptor activity	0.4036	0.3879	0.0156	Type3_SameDomain	1	372	4	novel_GO
ENSG00000136933	ENST00000394125.8	17607	9	GO:0003682	chromatin binding	0.506	0.4991	0.0069	Type3_SameDomain	1	372	4	novel_GO
ENSG00000136933	ENST00000394125.8	17607	80	GO:1990756	ubiquitin-like ligase-substrate adaptor activity	0.4036	0.3879	0.0156	Type3_SameDomain	1	372	4	novel_GO
ENSG00000167081	BambuTx1078	69	2	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	0.4402	0.3913	0.0489	Type3_SameDomain	1	326	6	novel_GO
ENSG00000167081	BambuTx1078	69	5	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	0.4172	0.3753	0.042	Type3_SameDomain	1	326	6	novel_GO
ENSG00000167081	BambuTx1078	69	9	GO:0003682	chromatin binding	0.4346	0.4084	0.0262	Type3_SameDomain	1	326	6	novel_GO
ENSG00000167081	BambuTx1078	69	39	GO:0005515	protein binding	0.6548	0.651	0.0037	Type3_SameDomain	1	326	6	novel_GO
ENSG00000167081	BambuTx1078	69	81	GO:1990837	sequence-specific double-stranded DNA binding	0.6544	0.612	0.0424	Type3_SameDomain	1	326	6	novel_GO
ENSG00000167081	BambuTx1078	70	2	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	0.4402	0.3913	0.0489	Type3_SameDomain	1	326	6	novel_GO
ENSG00000167081	BambuTx1078	70	5	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	0.4172	0.3753	0.042	Type3_SameDomain	1	326	6	novel_GO
ENSG00000167081	BambuTx1078	70	9	GO:0003682	chromatin binding	0.4346	0.4084	0.0262	Type3_SameDomain	1	326	6	novel_GO
ENSG00000167081	BambuTx1078	70	39	GO:0005515	protein binding	0.6548	0.651	0.0037	Type3_SameDomain	1	326	6	novel_GO
ENSG00000167081	BambuTx1078	70	81	GO:1990837	sequence-specific double-stranded DNA binding	0.6544	0.612	0.0424	Type3_SameDomain	1	326	6	novel_GO
ENSG00000167081	ENST00000342287.9	10691	39	GO:0005515	protein binding	0.6203	0.651	-0.0308	Type1_DomainLoss	0	351	6	novel_GO
ENSG00000167081	ENST00000342287.9	10691	81	GO:1990837	sequence-specific double-stranded DNA binding	0.5925	0.612	-0.0195	Type1_DomainLoss	0	351	6	novel_GO
ENSG00000167081	ENST00000342287.9	10692	39	GO:0005515	protein binding	0.6203	0.651	-0.0308	Type1_DomainLoss	0	351	6	novel_GO
ENSG00000167081	ENST00000342287.9	10692	81	GO:1990837	sequence-specific double-stranded DNA binding	0.5925	0.612	-0.0195	Type1_DomainLoss	0	351	6	novel_GO
ENSG00000167081	ENST00000373489.10	15012	9	GO:0003682	chromatin binding	0.4215	0.4084	0.0132	Type3_SameDomain	1	434	6	novel_GO
ENSG00000167081	ENST00000373489.10	15012	39	GO:0005515	protein binding	0.6781	0.651	0.0271	Type3_SameDomain	1	434	6	novel_GO
ENSG00000167081	ENST00000373489.10	15012	81	GO:1990837	sequence-specific double-stranded DNA binding	0.5891	0.612	-0.0229	Type3_SameDomain	1	434	6	novel_GO
ENSG00000167081	ENST00000373489.10	15013	9	GO:0003682	chromatin binding	0.4215	0.4084	0.0132	Type3_SameDomain	1	434	6	novel_GO
ENSG00000167081	ENST00000373489.10	15013	39	GO:0005515	protein binding	0.6781	0.651	0.0271	Type3_SameDomain	1	434	6	novel_GO
ENSG00000167081	ENST00000373489.10	15013	81	GO:1990837	sequence-specific double-stranded DNA binding	0.5891	0.612	-0.0229	Type3_SameDomain	1	434	6	novel_GO
ENSG00000122435	ENST00000482437.5	23973	4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	0.4659	0.159	0.3069	Type0_NoDomain	0	176	3	novel_GO
ENSG00000122435	ENST00000482437.5	23973	8	GO:0003677	DNA binding	0.4429	0.2685	0.1744	Type0_NoDomain	0	176	3	novel_GO
ENSG00000122435	ENST00000482437.5	23973	47	GO:0008270	zinc ion binding	0.566	0.3417	0.2243	Type0_NoDomain	0	176	3	novel_GO
ENSG00000136895	BambuTx1082	74	39	GO:0005515	protein binding	0.5833	0.5856	-0.0023	Type3_SameDomain	2	1076	2	novel_GO
ENSG00000136895	ENST00000373387.9	14984	39	GO:0005515	protein binding	0.5879	0.5856	0.0023	Type3_SameDomain	2	1013	2	novel_GO
ENSG00000136877	ENST00000630236.2	31371	39	GO:0005515	protein binding	0.4147	0.3216	0.0931	Type0_NoDomain	0	375	4	novel_GO
ENSG00000171169	BambuTx1084	76	8	GO:0003677	DNA binding	0.5294	0.5294	0.0	Type0_NoDomain	0	327	3	novel_GO
ENSG00000171169	BambuTx1084	76	62	GO:0042802	identical protein binding	0.5609	0.5609	0.0	Type0_NoDomain	0	327	3	novel_GO
ENSG00000171169	ENST00000373078.5	14878	8	GO:0003677	DNA binding	0.5294	0.5294	0.0	Type0_NoDomain	0	327	3	novel_GO
ENSG00000171169	ENST00000373078.5	14878	62	GO:0042802	identical protein binding	0.5609	0.5609	0.0	Type0_NoDomain	0	327	3	novel_GO
ENSG00000171169	ENST00000373078.5	14879	8	GO:0003677	DNA binding	0.5294	0.5294	0.0	Type0_NoDomain	0	327	3	novel_GO
ENSG00000171169	ENST00000373078.5	14879	62	GO:0042802	identical protein binding	0.5609	0.5609	0.0	Type0_NoDomain	0	327	3	novel_GO
ENSG00000167114	BambuTx1086	77	52	GO:0019899	enzyme binding	0.4361	0.4361	0.0	Type3_SameDomain	2	643	4	novel_GO
ENSG00000167114	BambuTx1086	78	52	GO:0019899	enzyme binding	0.4361	0.4361	0.0	Type3_SameDomain	2	643	4	novel_GO
ENSG00000167114	ENST00000300456.5	6848	52	GO:0019899	enzyme binding	0.4361	0.4361	0.0	Type3_SameDomain	2	643	4	novel_GO
ENSG00000167114	ENST00000300456.5	6849	52	GO:0019899	enzyme binding	0.4361	0.4361	0.0	Type3_SameDomain	2	643	4	novel_GO
ENSG00000198917	BambuTx1089	80	62	GO:0042802	identical protein binding	0.4493	0.3013	0.148	Type0_NoDomain	0	196	4	novel_GO
ENSG00000198917	BambuTx1089	81	62	GO:0042802	identical protein binding	0.4493	0.3013	0.148	Type0_NoDomain	0	196	4	novel_GO
ENSG00000148481	BambuTx1114	99	38	GO:0005509	calcium ion binding	0.8847	0.4931	0.3916	Type0_NoDomain	0	150	5	novel_GO
ENSG00000148481	ENST00000378036.5	15980	38	GO:0005509	calcium ion binding	0.8847	0.4931	0.3916	Type0_NoDomain	0	150	5	novel_GO
ENSG00000150054	BambuTx1116	100	56	GO:0030674	protein-macromolecule adaptor activity	0.5869	0.3556	0.2313	Type2_PartialTrunc	2	318	3	novel_GO
ENSG00000291093	BambuTx1117	101	39	GO:0005515	protein binding	0.4663	0.4166	0.0497	Type0_NoDomain	0	167	8	novel_GO
ENSG00000291093	ENST00000427063.9	20638	39	GO:0005515	protein binding	0.4663	0.4166	0.0497	Type0_NoDomain	0	167	8	novel_GO
ENSG00000291093	ENST00000427063.9	20639	39	GO:0005515	protein binding	0.4663	0.4166	0.0497	Type0_NoDomain	0	167	8	novel_GO
ENSG00000291093	ENST00000623175.5	31176	39	GO:0005515	protein binding	0.4663	0.4166	0.0497	Type0_NoDomain	0	167	8	novel_GO
ENSG00000291093	ENST00000686070.1	34830	39	GO:0005515	protein binding	0.475	0.4166	0.0584	Type0_NoDomain	0	115	8	novel_GO
ENSG00000095794	ENST00000685392.1	34786	6	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	0.4034	0.3049	0.0985	Type3_SameDomain	1	299	7	novel_GO
ENSG00000095794	ENST00000685392.1	34786	65	GO:0043565	sequence-specific DNA binding	0.4559	0.2855	0.1704	Type3_SameDomain	1	299	7	novel_GO
ENSG00000134201	BambuTx112	103	52	GO:0019899	enzyme binding	0.5433	0.5433	0.0	Type0_NoDomain	0	218	2	novel_GO
ENSG00000134201	BambuTx112	103	63	GO:0042803	protein homodimerization activity	0.6281	0.6281	0.0	Type0_NoDomain	0	218	2	novel_GO
ENSG00000134201	ENST00000256593.8	3480	52	GO:0019899	enzyme binding	0.5433	0.5433	0.0	Type0_NoDomain	0	218	2	novel_GO
ENSG00000134201	ENST00000256593.8	3480	63	GO:0042803	protein homodimerization activity	0.6281	0.6281	0.0	Type0_NoDomain	0	218	2	novel_GO
ENSG00000198298	BambuTx1124	107	4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	0.5977	0.6276	-0.03	Type2_PartialTrunc	1	350	3	novel_GO
ENSG00000198298	BambuTx1125	108	4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	0.5977	0.6276	-0.03	Type2_PartialTrunc	1	350	3	novel_GO
ENSG00000198298	ENST00000361807.8	13005	4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	0.6876	0.6276	0.0599	Type3_SameDomain	2	441	3	novel_GO
ENSG00000156171	BambuTx113	112	39	GO:0005515	protein binding	0.4368	0.4213	0.0154	Type0_NoDomain	0	266	7	novel_GO
ENSG00000156171	BambuTx114	118	39	GO:0005515	protein binding	0.4368	0.4213	0.0154	Type0_NoDomain	0	266	7	novel_GO
ENSG00000156171	ENST00000286692.8	5852	39	GO:0005515	protein binding	0.4368	0.4213	0.0154	Type0_NoDomain	0	266	7	novel_GO
ENSG00000156171	ENST00000286692.8	5853	39	GO:0005515	protein binding	0.4368	0.4213	0.0154	Type0_NoDomain	0	266	7	novel_GO
ENSG00000156171	ENST00000484310.6	24063	39	GO:0005515	protein binding	0.4368	0.4213	0.0154	Type0_NoDomain	0	266	7	novel_GO
ENSG00000156171	ENST00000539140.6	27008	39	GO:0005515	protein binding	0.4368	0.4213	0.0154	Type0_NoDomain	0	266	7	novel_GO
ENSG00000204179	BambuTx1130	113	39	GO:0005515	protein binding	0.6276	0.616	0.0116	Type0_NoDomain	0	154	2	novel_GO
ENSG00000204179	ENST00000395722.7	17987	39	GO:0005515	protein binding	0.6044	0.616	-0.0116	Type0_NoDomain	0	126	2	novel_GO
ENSG00000204147	BambuTx1132	114	39	GO:0005515	protein binding	0.4412	0.3755	0.0657	Type0_NoDomain	0	160	8	novel_GO
ENSG00000204147	BambuTx1132	115	39	GO:0005515	protein binding	0.4412	0.3755	0.0657	Type0_NoDomain	0	160	8	novel_GO
ENSG00000148719	BambuTx1149	123	39	GO:0005515	protein binding	0.7001	0.4966	0.2035	Type1_DomainLoss	1	377	6	novel_GO
ENSG00000148719	BambuTx1149	124	39	GO:0005515	protein binding	0.7001	0.4966	0.2035	Type1_DomainLoss	1	377	6	novel_GO
ENSG00000156671	BambuTx1154	129	39	GO:0005515	protein binding	0.4944	0.4896	0.0048	Type3_SameDomain	1	469	5	novel_GO
ENSG00000156671	ENST00000372687.4	14744	39	GO:0005515	protein binding	0.4788	0.4896	-0.0108	Type3_SameDomain	1	354	5	novel_GO
ENSG00000156671	ENST00000542569.6	27240	39	GO:0005515	protein binding	0.5102	0.4896	0.0206	Type3_SameDomain	1	442	5	novel_GO
ENSG00000156671	ENST00000671730.1	33060	39	GO:0005515	protein binding	0.4711	0.4896	-0.0185	Type3_SameDomain	1	478	5	novel_GO
