gene	iso_a	iso_b	idx_a	idx_b	domain_count	gap	ft_a	ft_b	len_a	len_b	top_go_idx	top_go_gap
ENSG00000012983	ENST00000554990.6	ENST00000557390.6	27972	28137	1	0.05737	Type2_PartialTrunc	Type2_PartialTrunc	520	724	22	0.91902
ENSG00000012983	ENST00000554990.6	ENST00000557390.6	27972	28138	1	0.05737	Type2_PartialTrunc	Type2_PartialTrunc	520	724	22	0.91902
ENSG00000184436	ENST00000471073.1	ENST00000476667.5	23377	23682	0	0.05577	Type0_NoDomain	Type0_NoDomain	249	272	53	0.22126
ENSG00000184436	ENST00000471073.1	ENST00000476667.5	23377	23683	0	0.05577	Type0_NoDomain	Type0_NoDomain	249	272	53	0.22126
ENSG00000184436	ENST00000471073.1	ENST00000476667.5	23378	23682	0	0.05577	Type0_NoDomain	Type0_NoDomain	249	272	53	0.22126
ENSG00000184436	ENST00000471073.1	ENST00000476667.5	23378	23683	0	0.05577	Type0_NoDomain	Type0_NoDomain	249	272	53	0.22126
ENSG00000184436	ENST00000476667.5	ENST00000498406.1	23682	24775	0	0.07675	Type0_NoDomain	Type0_NoDomain	272	112	8	0.49081
ENSG00000184436	ENST00000476667.5	ENST00000498406.1	23683	24775	0	0.07675	Type0_NoDomain	Type0_NoDomain	272	112	8	0.49081
ENSG00000075413	ENST00000678022.1	ENST00000679005.1	33694	33830	0	0.0798	Type1_DomainLoss	Type1_DomainLoss	622	132	78	0.82773
ENSG00000075413	ENST00000678022.1	ENST00000679005.1	33695	33830	0	0.0798	Type1_DomainLoss	Type1_DomainLoss	622	132	78	0.82773
ENSG00000103266	ENST00000219548.9	ENST00000563505.5	2111	28421	0	0.05964	Type3_SameDomain	Type3_SameDomain	303	265	77	0.83433
ENSG00000106415	ENST00000223145.10	ENST00000482540.1	2271	23982	0	0.06418	Type0_NoDomain	Type0_NoDomain	547	109	39	0.2445
ENSG00000106415	ENST00000223145.10	ENST00000482540.1	2271	23983	0	0.06418	Type0_NoDomain	Type0_NoDomain	547	109	39	0.2445
ENSG00000106415	ENST00000223145.10	ENST00000482540.1	2272	23982	0	0.06418	Type0_NoDomain	Type0_NoDomain	547	109	39	0.2445
ENSG00000106415	ENST00000223145.10	ENST00000482540.1	2272	23983	0	0.06418	Type0_NoDomain	Type0_NoDomain	547	109	39	0.2445
ENSG00000108654	ENST00000225792.10	ENST00000581230.5	2344	29114	2	0.06382	Type3_SameDomain	Type3_SameDomain	670	462	41	0.74466
ENSG00000108654	ENST00000225792.10	ENST00000581230.5	2344	29115	2	0.06382	Type3_SameDomain	Type3_SameDomain	670	462	41	0.74466
ENSG00000108654	ENST00000450599.7	ENST00000581230.5	22227	29114	2	0.06547	Type3_SameDomain	Type3_SameDomain	614	462	41	0.80392
ENSG00000108654	ENST00000450599.7	ENST00000581230.5	22227	29115	2	0.06547	Type3_SameDomain	Type3_SameDomain	614	462	41	0.80392
ENSG00000108654	ENST00000577922.6	ENST00000581230.5	29001	29114	2	0.06547	Type3_SameDomain	Type3_SameDomain	614	462	41	0.80392
ENSG00000108654	ENST00000577922.6	ENST00000581230.5	29001	29115	2	0.06547	Type3_SameDomain	Type3_SameDomain	614	462	41	0.80392
ENSG00000108654	ENST00000578804.5	ENST00000581230.5	29025	29114	2	0.06633	Type3_SameDomain	Type3_SameDomain	614	462	41	0.81589
ENSG00000108654	ENST00000578804.5	ENST00000581230.5	29025	29115	2	0.06633	Type3_SameDomain	Type3_SameDomain	614	462	41	0.81589
ENSG00000108654	ENST00000581230.5	ENST00000585111.2	29114	29226	2	0.06547	Type3_SameDomain	Type3_SameDomain	462	614	41	0.80392
ENSG00000108654	ENST00000581230.5	ENST00000585111.2	29115	29226	2	0.06547	Type3_SameDomain	Type3_SameDomain	462	614	41	0.80392
ENSG00000112335	ENST00000230085.13	ENST00000426155.6	2483	20562	1	0.07247	Type3_SameDomain	Type3_SameDomain	201	130	59	0.61866
ENSG00000112335	ENST00000349379.5	ENST00000426155.6	11271	20562	1	0.07595	Type3_SameDomain	Type3_SameDomain	140	130	59	0.63906
ENSG00000011638	ENST00000233047.9	ENST00000572258.5	2551	28835	0	0.05847	Type0_NoDomain	Type0_NoDomain	161	102	8	0.2769
ENSG00000011638	ENST00000261388.7	ENST00000572258.5	3860	28835	0	0.05847	Type0_NoDomain	Type0_NoDomain	161	102	8	0.2769
ENSG00000011638	ENST00000451578.6	ENST00000572258.5	22291	28835	0	0.05821	Type0_NoDomain	Type0_NoDomain	185	102	8	0.27699
ENSG00000239779	ENST00000233615.7	ENST00000464774.6	2576	23038	0	0.10613	Type0_NoDomain	Type0_NoDomain	324	117	8	0.30476
ENSG00000239779	ENST00000464774.6	ENST00000494741.5	23038	24587	0	0.05938	Type0_NoDomain	Type0_NoDomain	117	177	47	0.27437
ENSG00000116731	ENST00000235372.11	ENST00000503842.5	2634	24913	0	0.07706	Type1_DomainLoss	Type1_DomainLoss	1718	160	4	0.54233
ENSG00000116731	ENST00000235372.11	ENST00000505823.5	2634	25021	0	0.08806	Type1_DomainLoss	Type1_DomainLoss	1718	110	4	0.55265
ENSG00000116731	ENST00000235372.11	ENST00000503842.5	2635	24913	0	0.07706	Type1_DomainLoss	Type1_DomainLoss	1718	160	4	0.54233
ENSG00000116731	ENST00000235372.11	ENST00000505823.5	2635	25021	0	0.08806	Type1_DomainLoss	Type1_DomainLoss	1718	110	4	0.55265
ENSG00000116731	ENST00000235372.11	ENST00000503842.5	2636	24913	0	0.07706	Type1_DomainLoss	Type1_DomainLoss	1718	160	4	0.54233
ENSG00000116731	ENST00000235372.11	ENST00000505823.5	2636	25021	0	0.08806	Type1_DomainLoss	Type1_DomainLoss	1718	110	4	0.55265
ENSG00000116731	ENST00000311066.10	ENST00000503842.5	7815	24913	0	0.07706	Type1_DomainLoss	Type1_DomainLoss	1718	160	4	0.54233
ENSG00000116731	ENST00000311066.10	ENST00000505823.5	7815	25021	0	0.08806	Type1_DomainLoss	Type1_DomainLoss	1718	110	4	0.55265
ENSG00000116731	ENST00000311066.10	ENST00000503842.5	7816	24913	0	0.07706	Type1_DomainLoss	Type1_DomainLoss	1718	160	4	0.54233
ENSG00000116731	ENST00000311066.10	ENST00000505823.5	7816	25021	0	0.08806	Type1_DomainLoss	Type1_DomainLoss	1718	110	4	0.55265
ENSG00000116731	ENST00000311066.10	ENST00000503842.5	7817	24913	0	0.07706	Type1_DomainLoss	Type1_DomainLoss	1718	160	4	0.54233
ENSG00000116731	ENST00000311066.10	ENST00000505823.5	7817	25021	0	0.08806	Type1_DomainLoss	Type1_DomainLoss	1718	110	4	0.55265
ENSG00000122641	ENST00000242208.5	ENST00000442711.1	2799	21664	2	0.0672	Type3_SameDomain	Type3_SameDomain	502	426	45	0.93706
ENSG00000122641	ENST00000242208.5	ENST00000442711.1	2800	21664	2	0.0672	Type3_SameDomain	Type3_SameDomain	502	426	45	0.93706
ENSG00000124788	ENST00000244769.8	ENST00000467008.5	2903	23165	0	0.05347	Type0_NoDomain	Type0_NoDomain	815	146	15	0.33318
ENSG00000124788	ENST00000244769.8	ENST00000676138.1	2903	33449	0	0.06582	Type0_NoDomain	Type0_NoDomain	815	102	9	0.38024
ENSG00000124788	ENST00000244769.8	ENST00000467008.5	2904	23165	0	0.05347	Type0_NoDomain	Type0_NoDomain	815	146	15	0.33318
ENSG00000124788	ENST00000244769.8	ENST00000676138.1	2904	33449	0	0.06582	Type0_NoDomain	Type0_NoDomain	815	102	9	0.38024
ENSG00000124788	ENST00000436367.6	ENST00000467008.5	21293	23165	0	0.05347	Type0_NoDomain	Type0_NoDomain	815	146	15	0.33318
ENSG00000124788	ENST00000436367.6	ENST00000676138.1	21293	33449	0	0.06582	Type0_NoDomain	Type0_NoDomain	815	102	9	0.38024
ENSG00000124788	ENST00000436367.6	ENST00000467008.5	21294	23165	0	0.05347	Type0_NoDomain	Type0_NoDomain	815	146	15	0.33318
ENSG00000124788	ENST00000436367.6	ENST00000676138.1	21294	33449	0	0.06582	Type0_NoDomain	Type0_NoDomain	815	102	9	0.38024
ENSG00000125676	ENST00000245838.13	ENST00000441692.5	2934	21597	0	0.05916	Type0_NoDomain	Type0_NoDomain	1593	387	39	0.57897
ENSG00000125676	ENST00000245838.13	ENST00000441692.5	2934	21598	0	0.05916	Type0_NoDomain	Type0_NoDomain	1593	387	39	0.57897
ENSG00000132382	ENST00000254718.9	ENST00000571368.5	3360	28804	0	0.05171	Type0_NoDomain	Type0_NoDomain	1319	370	65	0.44849
ENSG00000132382	ENST00000254718.9	ENST00000571368.5	3360	28805	0	0.05171	Type0_NoDomain	Type0_NoDomain	1319	370	65	0.44849
ENSG00000132382	ENST00000254718.9	ENST00000571368.5	3361	28804	0	0.05171	Type0_NoDomain	Type0_NoDomain	1319	370	65	0.44849
ENSG00000132382	ENST00000254718.9	ENST00000571368.5	3361	28805	0	0.05171	Type0_NoDomain	Type0_NoDomain	1319	370	65	0.44849
ENSG00000132382	ENST00000381556.6	ENST00000571368.5	16671	28804	0	0.05171	Type0_NoDomain	Type0_NoDomain	1323	370	65	0.44849
ENSG00000132382	ENST00000381556.6	ENST00000571368.5	16671	28805	0	0.05171	Type0_NoDomain	Type0_NoDomain	1323	370	65	0.44849
ENSG00000133703	ENST00000311936.8	ENST00000685328.1	7901	34777	1	0.09561	Type3_SameDomain	Type3_SameDomain	188	249	20	0.95459
ENSG00000133703	ENST00000311936.8	ENST00000685328.1	7901	34778	1	0.09561	Type3_SameDomain	Type3_SameDomain	188	249	20	0.95459
ENSG00000133703	ENST00000311936.8	ENST00000692768.1	7901	35270	1	0.09561	Type3_SameDomain	Type3_SameDomain	188	206	20	0.95459
ENSG00000133703	ENST00000311936.8	ENST00000692768.1	7901	35271	1	0.09561	Type3_SameDomain	Type3_SameDomain	188	206	20	0.95459
ENSG00000133703	ENST00000311936.8	ENST00000685328.1	7902	34777	1	0.09561	Type3_SameDomain	Type3_SameDomain	188	249	20	0.95459
ENSG00000133703	ENST00000311936.8	ENST00000685328.1	7902	34778	1	0.09561	Type3_SameDomain	Type3_SameDomain	188	249	20	0.95459
ENSG00000133703	ENST00000311936.8	ENST00000692768.1	7902	35270	1	0.09561	Type3_SameDomain	Type3_SameDomain	188	206	20	0.95459
ENSG00000133703	ENST00000311936.8	ENST00000692768.1	7902	35271	1	0.09561	Type3_SameDomain	Type3_SameDomain	188	206	20	0.95459
ENSG00000138376	ENST00000260947.9	ENST00000455743.5	3801	22558	0	0.09069	Type0_NoDomain	Type0_NoDomain	752	624	25	0.59176
ENSG00000138376	ENST00000260947.9	ENST00000455743.5	3801	22559	0	0.09069	Type0_NoDomain	Type0_NoDomain	752	624	25	0.59176
ENSG00000138376	ENST00000260947.9	ENST00000455743.5	3802	22558	0	0.09069	Type0_NoDomain	Type0_NoDomain	752	624	25	0.59176
