gene	isoform	isoform_idx	go_idx	go_id	go_name	pred_score	gene_mean	excess	feature_type	domain_count	seq_length	n_gene_isoforms	type
ENSG00000165526	ENST00000526942.5	26201	39	GO:0005515	protein binding	0.6284	0.5723	0.0561	Type0_NoDomain	0	187	5	specialization
ENSG00000165526	ENST00000526942.5	26202	39	GO:0005515	protein binding	0.6284	0.5723	0.0561	Type0_NoDomain	0	187	5	specialization
ENSG00000120451	BambuTx1311	260	59	GO:0035091	phosphatidylinositol binding	0.9345	0.8624	0.0721	Type3_SameDomain	1	907	3	specialization
ENSG00000120451	ENST00000265909.9	4802	59	GO:0035091	phosphatidylinositol binding	0.9411	0.8624	0.0787	Type3_SameDomain	1	992	3	specialization
ENSG00000120451	ENST00000528555.5	26316	39	GO:0005515	protein binding	0.7108	0.5965	0.1143	Type3_SameDomain	1	372	3	specialization
ENSG00000111224	BambuTx1317	264	39	GO:0005515	protein binding	0.6572	0.6006	0.0567	Type3_SameDomain	2	331	4	specialization
ENSG00000111224	ENST00000228820.9	2435	39	GO:0005515	protein binding	0.6697	0.6006	0.0692	Type3_SameDomain	2	338	4	specialization
ENSG00000134283	BambuTx1333	272	39	GO:0005515	protein binding	0.7821	0.7139	0.0683	Type0_NoDomain	0	293	12	specialization
ENSG00000134283	ENST00000256678.12	3492	15	GO:0003723	RNA binding	0.5777	0.5136	0.0641	Type0_NoDomain	0	363	12	specialization
ENSG00000134283	ENST00000317560.13	8380	15	GO:0003723	RNA binding	0.6334	0.5136	0.1198	Type0_NoDomain	0	303	12	specialization
ENSG00000134283	ENST00000317560.13	8380	39	GO:0005515	protein binding	0.7704	0.7139	0.0566	Type0_NoDomain	0	303	12	specialization
ENSG00000134283	ENST00000358314.12	12292	15	GO:0003723	RNA binding	0.6069	0.5136	0.0933	Type0_NoDomain	0	367	12	specialization
ENSG00000134283	ENST00000358314.12	12292	16	GO:0003729	mRNA binding	0.4047	0.342	0.0627	Type0_NoDomain	0	367	12	specialization
ENSG00000134283	ENST00000358314.12	12292	39	GO:0005515	protein binding	0.7896	0.7139	0.0757	Type0_NoDomain	0	367	12	specialization
ENSG00000134283	ENST00000395580.7	17953	15	GO:0003723	RNA binding	0.611	0.5136	0.0974	Type0_NoDomain	0	374	12	specialization
ENSG00000134283	ENST00000395580.7	17953	16	GO:0003729	mRNA binding	0.4121	0.342	0.0701	Type0_NoDomain	0	374	12	specialization
ENSG00000134283	ENST00000395580.7	17953	39	GO:0005515	protein binding	0.7938	0.7139	0.0799	Type0_NoDomain	0	374	12	specialization
ENSG00000134283	ENST00000432191.6	20989	15	GO:0003723	RNA binding	0.6624	0.5136	0.1488	Type0_NoDomain	0	458	12	specialization
ENSG00000134283	ENST00000432191.6	20989	16	GO:0003729	mRNA binding	0.5042	0.342	0.1622	Type0_NoDomain	0	458	12	specialization
ENSG00000134283	ENST00000449194.6	22131	15	GO:0003723	RNA binding	0.6037	0.5136	0.0901	Type0_NoDomain	0	348	12	specialization
ENSG00000134283	ENST00000449194.6	22131	16	GO:0003729	mRNA binding	0.4135	0.342	0.0714	Type0_NoDomain	0	348	12	specialization
ENSG00000134283	ENST00000449194.6	22131	39	GO:0005515	protein binding	0.7966	0.7139	0.0827	Type0_NoDomain	0	348	12	specialization
ENSG00000134283	ENST00000552761.5	27828	39	GO:0005515	protein binding	0.7822	0.7139	0.0684	Type0_NoDomain	0	319	12	specialization
ENSG00000134283	ENST00000613154.4	30498	15	GO:0003723	RNA binding	0.6022	0.5136	0.0886	Type0_NoDomain	0	355	12	specialization
ENSG00000134283	ENST00000613154.4	30498	16	GO:0003729	mRNA binding	0.4166	0.342	0.0746	Type0_NoDomain	0	355	12	specialization
ENSG00000134283	ENST00000613154.4	30498	39	GO:0005515	protein binding	0.801	0.7139	0.0871	Type0_NoDomain	0	355	12	specialization
ENSG00000134283	ENST00000619544.4	30933	15	GO:0003723	RNA binding	0.6279	0.5136	0.1143	Type0_NoDomain	0	441	12	specialization
ENSG00000134283	ENST00000619544.4	30933	16	GO:0003729	mRNA binding	0.4294	0.342	0.0874	Type0_NoDomain	0	441	12	specialization
ENSG00000167528	BambuTx1336	273	4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	0.7178	0.6678	0.05	Type1_DomainLoss	1	281	4	specialization
ENSG00000167528	BambuTx1336	274	4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	0.7178	0.6678	0.05	Type1_DomainLoss	1	281	4	specialization
ENSG00000123358	BambuTx1339	276	8	GO:0003677	DNA binding	0.7499	0.682	0.0679	Type3_SameDomain	2	598	6	specialization
ENSG00000123358	BambuTx1339	276	10	GO:0003690	double-stranded DNA binding	0.4646	0.3865	0.0782	Type3_SameDomain	2	598	6	specialization
ENSG00000123358	BambuTx1339	276	11	GO:0003700	DNA-binding transcription factor activity	0.8591	0.7889	0.0702	Type3_SameDomain	2	598	6	specialization
ENSG00000123358	BambuTx1339	276	47	GO:0008270	zinc ion binding	0.7763	0.5352	0.2411	Type3_SameDomain	2	598	6	specialization
ENSG00000123358	BambuTx1339	276	62	GO:0042802	identical protein binding	0.4114	0.3382	0.0732	Type3_SameDomain	2	598	6	specialization
ENSG00000123358	BambuTx1339	276	65	GO:0043565	sequence-specific DNA binding	0.8519	0.7211	0.1308	Type3_SameDomain	2	598	6	specialization
ENSG00000123358	BambuTx1339	276	81	GO:1990837	sequence-specific double-stranded DNA binding	0.7066	0.6399	0.0667	Type3_SameDomain	2	598	6	specialization
ENSG00000123358	ENST00000243050.5	2833	8	GO:0003677	DNA binding	0.7499	0.682	0.0679	Type3_SameDomain	2	598	6	specialization
ENSG00000123358	ENST00000243050.5	2833	10	GO:0003690	double-stranded DNA binding	0.4646	0.3865	0.0782	Type3_SameDomain	2	598	6	specialization
ENSG00000123358	ENST00000243050.5	2833	11	GO:0003700	DNA-binding transcription factor activity	0.8591	0.7889	0.0702	Type3_SameDomain	2	598	6	specialization
ENSG00000123358	ENST00000243050.5	2833	47	GO:0008270	zinc ion binding	0.7763	0.5352	0.2411	Type3_SameDomain	2	598	6	specialization
ENSG00000123358	ENST00000243050.5	2833	62	GO:0042802	identical protein binding	0.4114	0.3382	0.0732	Type3_SameDomain	2	598	6	specialization
