cls	gene	meta_long	meta_short	topidp_long	topidp_short	meta_delta	topidp_delta	boundary_cross
slim	ITPR1	0.5431888699531555	0.9334999918937683	0.22311111111111112	0.318	-0.3903111219406128	-0.09488888888888888	0
slim	YKT6	0.2944999635219574	0.17946666479110718	0.18745454545454548	0.038666666666666655	0.11503329873085022	0.14878787878787883	0
slim	MRS2	0.7363999485969543	0.3483999967575073	0.08755555555555555	-0.121	0.387999951839447	0.20855555555555555	1
slim	CYRIB	0.15027499198913574	0.1412999927997589	0.20425	0.01575	0.008974999189376831	0.1885	0
slim	ICOSLG	0.2910846471786499	0.9385666847229004	-0.20392307692307693	0.1675	-0.6474820375442505	-0.37142307692307697	1
slim	INKA2	0.3339312672615051	0.8974000215530396	0.05799999999999998	-0.121	-0.5634687542915344	0.179	1
slim	ATP5PF	0.47048187255859375	0.4190899729728699	0.08245454545454546	0.298	0.05139189958572388	-0.21554545454545454	0
slim	TAFA5	0.5106422901153564	0.23511581122875214	0.12303846153846155	0.0042631578947368385	0.2755264788866043	0.11877530364372471	1
slim	SEPTIN7	0.8853904008865356	0.5710999965667725	0.16590476190476194	0.586	0.3142904043197632	-0.420095238095238	0
slim	SRRT	0.8533599972724915	0.8597000241279602	0.26559999999999995	0.341	-0.00634002685546875	-0.07540000000000008	0
slim	MRPL43	0.20438750088214874	0.8083333969116211	-0.1475	0.17166666666666666	-0.6039458960294724	-0.31916666666666665	1
slim	NFATC3	0.9867888689041138	0.4293999671936035	0.20394444444444446	0.047500000000000014	0.5573889017105103	0.15644444444444444	1
slim	GULP1	0.5646199584007263	0.5874857306480408	0.02230000000000001	-0.0812857142857143	-0.022865772247314453	0.10358571428571431	0
slim	MOBP	0.6596875190734863	0.8860999941825867	0.253625	-0.884	-0.22641247510910034	1.1376249999999999	0
slim	DENND4A	0.059344444423913956	0.913100004196167	0.06955555555555556	0.06	-0.853755559772253	0.009555555555555567	1
slim	SSR3	0.11006316542625427	0.2718999981880188	0.011684210526315792	0.2026666666666667	-0.16183683276176453	-0.1909824561403509	0
slim	SRPK2	0.9296841621398926	0.9956374764442444	0.2953684210526316	0.27075	-0.0659533143043518	0.024618421052631623	0
slim	TUBA8	0.40920573472976685	0.11972499638795853	0.22688571428571427	-0.033916666666666644	0.2894807383418083	0.2608023809523809	0
slim	PSMB3	0.08211538195610046	0.041999999433755875	0.155	-0.326	0.04011538252234459	0.481	0
slim	PALB2	0.23689283430576324	0.6425666213035583	-0.23950000000000002	0.5260833333333333	-0.4056737869977951	-0.7655833333333334	1
slim	ZNF385D	0.9211167693138123	0.9072999954223633	-0.17333333333333334	0.011666666666666672	0.013816773891448975	-0.185	0
slim	ACVR1B	0.15271668136119843	0.3313428461551666	0.04991666666666665	0.4035714285714286	-0.1786261647939682	-0.3536547619047619	0
slim	CTNNB1	0.35589995980262756	0.35600000619888306	0.253	0.192	-0.00010004639625549316	0.061	0
slim	PMM2	0.16048666834831238	0.027783336117863655	0.10736666666666667	0.02283333333333333	0.13270333223044872	0.08453333333333334	0
slim	RPSA	0.9536857604980469	0.9906286001205444	0.07939285714285715	0.01642857142857143	-0.03694283962249756	0.06296428571428572	0
slim	SMAP2	0.208841934800148	0.6917999982833862	0.1218709677419355	-0.486	-0.4829580634832382	0.6078709677419355	1
slim	ALG8	0.12661035358905792	0.32805001735687256	-0.06513793103448275	-0.09466666666666668	-0.20143966376781464	0.02952873563218393	0
slim	WDR17	0.09298000484704971	0.00860000029206276	-0.0663	-0.884	0.08438000455498695	0.8177	0
slim	GRIA2	0.13913124799728394	0.3125857412815094	0.0858125	0.03885714285714286	-0.17345449328422546	0.04695535714285714	0
slim	CHMP2B	0.5857782959938049	0.36407139897346497	0.13260869565217395	0.15128571428571427	0.22170689702033997	-0.01867701863354032	1
slim	FIP1L1	0.5959208607673645	0.7745615839958191	0.119875	0.20061538461538458	-0.1786407232284546	-0.08074038461538459	0
slim	ZNF511	0.3117758631706238	0.9489842653274536	-0.021724137931034494	0.205	-0.6372084021568298	-0.2267241379310345	1
slim	CDCA7L	0.21942999958992004	0.04600000008940697	0.21430000000000002	0.18	0.17342999950051308	0.034300000000000025	0
slim	MNDA	0.48295387625694275	0.11055000126361847	0.24184615384615388	0.1125	0.3724038749933243	0.1293461538461539	0
slim	PRMT7	0.24485832452774048	0.19869999587535858	0.07225	0.494	0.0461583286523819	-0.42175	0
slim	ENSG00000287273	0.8903821706771851	0.8639400601387024	0.3486071428571429	0.1802	0.026442110538482666	0.1684071428571429	0
slim	PSMC5	0.2095249891281128	0.2321999967098236	0.17225000000000001	-0.0786	-0.022675007581710815	0.25085	0
slim	TMEM237	0.9508833289146423	0.9646250009536743	0.19174999999999998	0.36475	-0.013741672039031982	-0.17300000000000004	0
slim	SUMF2	0.8979789614677429	0.08033332973718643	0.0878421052631579	-0.06899999999999999	0.8176456317305565	0.1568421052631579	1
slim	PFKFB3	0.9855692386627197	0.9437714219093323	0.2570769230769231	0.058	0.04179781675338745	0.1990769230769231	0
slim	ZNF827	0.8240199089050293	0.746999979019165	-0.010399999999999987	0.586	0.07701992988586426	-0.5963999999999999	0
slim	ZRANB2	0.9637333750724792	0.930525004863739	0.3185	0.22725	0.033208370208740234	0.09125	0
slim	CTSA	0.9506333470344543	0.01819411851465702	0.34661111111111104	0.05894117647058823	0.9324392285197973	0.2876699346405228	1
slim	TRMT112	0.3110571503639221	0.4007222354412079	0.13385714285714287	0.04122222222222222	-0.08966508507728577	0.09263492063492065	0
slim	SKP1	0.31139999628067017	0.5194750428199768	0.2371111111111111	0.014249999999999999	-0.20807504653930664	0.22286111111111112	1
slim	DECR1	0.18110588192939758	0.051600001752376556	0.20494117647058827	-0.20600000000000002	0.12950588017702103	0.41094117647058825	0
slim	MS4A7	0.2629913091659546	0.7484846711158752	0.01147826086956522	0.11523076923076925	-0.48549336194992065	-0.10375250836120403	1
slim	STX2	0.18219231069087982	0.08301666378974915	-0.035307692307692325	-0.2555	0.09917564690113068	0.2201923076923077	0
slim	TMEM94	0.9257615208625793	0.8826667666435242	0.11684615384615382	0.36033333333333334	0.043094754219055176	-0.24348717948717952	0
slim	SIRT5	0.11920870095491409	0.19647999107837677	-0.07969565217391306	0.18040000000000003	-0.07727129012346268	-0.26009565217391306	0
slim	SNX10	0.5665233731269836	0.451975017786026	0.05453333333333333	0.336	0.11454835534095764	-0.2814666666666667	1
slim	FIP1L1	0.5949960350990295	0.7867555022239685	0.10931999999999999	0.3422222222222222	-0.19175946712493896	-0.23290222222222223	0
slim	PRRC1	0.02582400105893612	0.18152499198913574	-0.024840000000000022	0.196625	-0.15570099093019962	-0.22146500000000002	0
slim	ENSG00000290796	0.8849266767501831	0.19714999198913574	0.16856666666666661	0.39749999999999996	0.6877766847610474	-0.22893333333333335	1
slim	PTBP1	0.9613999724388123	0.9442999958992004	0.19366666666666665	0.192	0.017099976539611816	0.0016666666666666496	0
slim	FAM76A	0.555818498134613	0.33482497930526733	0.26614814814814813	-0.13912499999999997	0.2209935188293457	0.4052731481481481	1
slim	MAP1S	0.36309686303138733	0.726099967956543	0.10071874999999998	-0.07400000000000002	-0.36300310492515564	0.17471875	1
slim	C7orf50	0.943206250667572	0.9354124665260315	0.4012812499999999	0.2504375	0.007793784141540527	0.15084374999999994	0
slim	ACKR1	0.9451499581336975	0.9319000244140625	0.0715	0.1275	0.01324993371963501	-0.05600000000000001	0
slim	TNKS	0.6047160029411316	0.2778642773628235	0.15364	0.07678571428571426	0.3268517255783081	0.07685428571428574	1
slim	JTB	0.7689468860626221	0.8834666609764099	0.17346875	-0.4756666666666667	-0.11451977491378784	0.6491354166666667	0
slim	JTB	0.7689468860626221	0.8834666609764099	0.17346875	-0.4756666666666667	-0.11451977491378784	0.6491354166666667	0
slim	BAIAP2	0.9940454363822937	0.9892500042915344	0.23218181818181816	0.26549999999999996	0.004795432090759277	-0.0333181818181818	0
slim	EEF1A1	0.4453567862510681	0.12849999964237213	0.1271891891891892	-0.020624999999999998	0.316856786608696	0.1478141891891892	0
slim	RAP1GAP	0.9538307785987854	0.9856874942779541	0.11653846153846154	0.5365	-0.0318567156791687	-0.41996153846153844	0
slim	C1orf159	0.8989736437797546	0.8906000256538391	0.18786842105263157	0.1666	0.008373618125915527	0.021268421052631575	0
slim	CANX	0.9406886696815491	0.9736999869346619	0.1734857142857143	0.736	-0.03301131725311279	-0.5625142857142857	0
slim	SRI	0.7265636324882507	0.593250036239624	0.07513636363636363	0.04475	0.1333135962486267	0.030386363636363628	0
slim	NFKBIA	0.594092845916748	0.8893499970436096	0.02142857142857142	0.11000000000000001	-0.2952571511268616	-0.08857142857142859	0
slim	TMEM254	0.3334789276123047	0.21171998977661133	0.20878947368421052	-0.17886666666666665	0.12175893783569336	0.38765614035087714	0
slim	CUL4B	0.9994500875473022	0.5836999416351318	0.22530000000000006	0.015454545454545464	0.4157501459121704	0.20984545454545458	0
slim	FAS	0.8415363430976868	0.9534428715705872	0.2004090909090909	-0.3032857142857143	-0.11190652847290039	0.5036948051948053	0
slim	CHPT1	0.7344000339508057	0.41210001707077026	0.0829	-0.0915	0.3223000168800354	0.1744	1
slim	NCS1	0.44101500511169434	0.30260002613067627	0.2266	-0.213	0.13841497898101807	0.4396	0
slim	RSRC1	0.3181110918521881	0.8889285326004028	0.11466666666666667	-0.04485714285714285	-0.5708174407482147	0.1595238095238095	1
slim	PSMC5	0.4495929181575775	0.3018600046634674	0.18235714285714286	0.10600000000000001	0.1477329134941101	0.07635714285714285	0
slim	RSPO3	0.9860818386077881	0.9974499940872192	0.15531818181818183	0.091	-0.011368155479431152	0.06431818181818183	0
slim	TMEM132B	0.8711187839508057	0.8302908539772034	0.285625	-0.010181818181818183	0.040827929973602295	0.2958068181818182	0
slim	CDK11A	0.9194272756576538	0.8529999852180481	0.2653636363636363	-0.884	0.06642729043960571	1.1493636363636364	0
slim	VTI1A	0.09041481465101242	0.7957923412322998	-0.21440740740740744	0.22453846153846152	-0.7053775265812874	-0.43894586894586896	1
slim	HSP90B1	0.9786500334739685	0.9297000169754028	0.347375	-0.397	0.048950016498565674	0.744375	0
slim	MIF	0.12354999780654907	0.7458642721176147	-0.1936875	0.22078571428571434	-0.6223142743110657	-0.4144732142857144	1
slim	FAM104B	0.3937299847602844	0.39384737610816956	0.0915	0.2246315789473684	-0.00011739134788513184	-0.1331315789473684	0
slim	CHCHD5	0.7033067345619202	0.321399986743927	0.2959333333333333	-0.397	0.38190674781799316	0.6929333333333334	1
slim	B2M	0.35001668334007263	0.5543076992034912	0.15905555555555556	-0.10500000000000001	-0.20429101586341858	0.2640555555555556	1
slim	CAMK1G	0.9642115235328674	0.29264000058174133	0.1241923076923077	-0.03160000000000002	0.6715715229511261	0.15579230769230773	1
slim	HNRNPK	0.26192501187324524	0.19166667759418488	0.21675	0.0766666666666667	0.07025833427906036	0.14008333333333328	0
slim	CELF4	0.7151333689689636	0.633899986743927	0.06133333333333333	0.303	0.08123338222503662	-0.24166666666666667	0
slim	PDZD4	0.3013710081577301	0.5009999871253967	0.1258684210526316	0.19175	-0.19962897896766663	-0.0658815789473684	1
slim	NUP214	0.9748230576515198	0.9807999730110168	0.1642307692307692	0.007	-0.00597691535949707	0.1572307692307692	0
slim	PTPN2	0.1639566719532013	0.8163000345230103	-0.22923333333333334	0.186	-0.652343362569809	-0.41523333333333334	1
slim	RBPJ	0.7620599865913391	0.7532666325569153	0.17279999999999998	0.122	0.008793354034423828	0.050799999999999984	0
slim	RIC8B	0.7970545291900635	0.5824110507965088	0.22542424242424242	0.20844444444444443	0.2146434783935547	0.016979797979797984	0
slim	CCDC47	0.4567166864871979	0.25542378425598145	0.266125	0.06123809523809524	0.20129290223121643	0.20488690476190477	0
slim	LSM7	0.7549999356269836	0.7551000118255615	0.18251428571428574	-0.397	-0.00010007619857788086	0.5795142857142858	0
slim	GOLGA4	0.9161807298660278	0.44509997963905334	0.24484615384615388	-0.1113333333333333	0.4710807502269745	0.35617948717948716	1
slim	ARHGEF2	0.8083764910697937	0.38673123717308044	0.19058823529411767	0.20749999999999996	0.42164525389671326	-0.016911764705882293	1
slim	FNBP1	0.7795529365539551	0.17373335361480713	0.0856470588235294	-0.020833333333333332	0.605819582939148	0.10648039215686272	1
slim	PMPCB	0.09163999557495117	0.07559999078512192	0.009066666666666667	0.057	0.016040004789829254	-0.047933333333333335	0
slim	MEF2C	0.6384217739105225	0.6065667271614075	0.09347826086956522	0.23223809523809522	0.03185504674911499	-0.13875983436853	0
slim	DLG1	0.9617031812667847	0.9669333696365356	0.15296774193548388	0.13666666666666666	-0.0052301883697509766	0.016301075268817217	0
slim	KIAA0930	0.6036791801452637	0.4983333349227905	0.10645833333333332	0.13166666666666665	0.10534584522247314	-0.025208333333333333	1
slim	SLC35F5	0.9483000040054321	0.9623399972915649	0.3704545454545455	0.031200000000000006	-0.014039993286132812	0.3392545454545455	0
slim	BAZ2A	0.99822998046875	0.9679999947547913	0.1893333333333333	0.16949999999999998	0.03022998571395874	0.019833333333333314	0
slim	EIF2B4	0.9765740036964417	0.9589999318122864	0.2734814814814815	0.08216666666666667	0.017574071884155273	0.19131481481481483	0
slim	MKRN2	0.5560587644577026	0.3685833513736725	0.1934705882352941	0.14616666666666667	0.18747541308403015	0.04730392156862742	1
slim	HNRNPH1	0.823566734790802	0.961899995803833	0.023523809523809523	-0.326	-0.138333261013031	0.3495238095238095	0
slim	NFE2L2	0.745460033416748	0.649577796459198	0.28300000000000003	-0.03633333333333332	0.09588223695755005	0.31933333333333336	0
slim	ELOVL2	0.689222514629364	0.0885000005364418	0.178975	-0.326	0.6007225140929222	0.504975	1
slim	UBE3A	0.6757625341415405	0.8909400105476379	0.030374999999999985	0.0758	-0.2151774764060974	-0.04542500000000002	0
slim	CYB5B	0.4097818434238434	0.20768001675605774	0.020090909090909093	-0.1078	0.20210182666778564	0.1278909090909091	0
slim	IL17RD	0.8348371386528015	0.8113856911659241	-0.014942857142857128	0.2584285714285714	0.02345144748687744	-0.27337142857142854	0
slim	HK1	0.09669473022222519	0.3077000081539154	0.04931578947368421	0.19488888888888886	-0.21100527793169022	-0.14557309941520466	0
slim	USP10	0.9355428814888	0.8930333256721497	0.12171428571428573	0.15599999999999997	0.04250955581665039	-0.03428571428571424	0
slim	MKLN1	0.430110365152359	0.8171332478523254	0.10893103448275862	-0.15866666666666665	-0.38702288269996643	0.26759770114942527	1
slim	IDH3B	0.20722141861915588	0.07908333092927933	0.17071428571428574	0.27891666666666665	0.12813808768987656	-0.10820238095238091	0
slim	DECR1	0.17885001003742218	0.4746636152267456	0.11208333333333331	0.1983636363636364	-0.2958136051893234	-0.0862803030303031	0
slim	PPP1CA	0.5999000668525696	0.3705357015132904	0.31110526315789466	0.14485714285714282	0.22936436533927917	0.16624812030075184	1
slim	NAP1L1	0.9607444405555725	0.7163400650024414	0.4116666666666667	0.0030000000000000213	0.2444043755531311	0.4086666666666667	0
slim	DVL1	0.9212538003921509	0.12030000239610672	0.2564615384615384	0.736	0.8009537979960442	-0.4795384615384616	1
slim	ZRSR2	0.827013373374939	0.9705272912979126	-0.03133333333333333	0.3110909090909091	-0.14351391792297363	-0.3424242424242424	0
slim	HM13	0.9725969433784485	0.9613000154495239	0.347030303030303	-0.397	0.01129692792892456	0.744030303030303	0
slim	MSRB2	0.2119419276714325	0.17962858080863953	0.19241935483870967	-0.37957142857142856	0.03231334686279297	0.5719907834101382	0
slim	DENND2D	0.5523785352706909	0.9535453915596008	-0.021357142857142845	0.13836363636363636	-0.4011668562889099	-0.1597207792207792	0
slim	PMS2P3	0.5507110357284546	0.3946249783039093	0.1967777777777778	0.15250000000000002	0.1560860574245453	0.04427777777777778	1
slim	PEX11B	0.2606687545776367	0.3535500168800354	0.08025	0.376	-0.09288126230239868	-0.29575	0
slim	C12orf75	0.9066945314407349	0.8066249489784241	0.3012222222222223	0.323	0.10006958246231079	-0.02177777777777773	0
slim	PLXNB3	0.9824838042259216	0.9523624777793884	0.266741935483871	0.12125	0.030121326446533203	0.145491935483871	0
slim	NDUFS7	0.07943437993526459	0.060100000351667404	0.06846875	0.192	0.019334379583597183	-0.12353125000000001	0
slim	FKBP1A	0.5250625014305115	0.5719333291053772	0.26725	0.5563333333333333	-0.04687082767486572	-0.28908333333333336	0
slim	CD99	0.8962308168411255	0.6908000111579895	0.2348846153846154	0.192	0.205430805683136	0.04288461538461538	0
slim	PTPRZ1	0.7454812526702881	0.3608500063419342	-0.1285	0.2005	0.3846312463283539	-0.329	1
slim	HNRNPC	0.9423317313194275	0.8447412252426147	0.23395454545454547	-0.01347058823529412	0.09759050607681274	0.2474251336898396	0
slim	CSNK1D	0.9954385161399841	0.9994286298751831	0.11853846153846154	0.2255714285714286	-0.003990113735198975	-0.10703296703296705	0
slim	ZNF419	0.7289615273475647	0.5971999764442444	0.187	0.318	0.1317615509033203	-0.131	0
slim	ENTPD5	0.08522307872772217	0.06642000377178192	0.005115384615384615	-0.2424	0.018803074955940247	0.2475153846153846	0
slim	RAPGEF2	0.9911081194877625	0.9073333740234375	0.11888000000000001	0.34333333333333327	0.08377474546432495	-0.22445333333333325	0
slim	CDC42	0.34632858633995056	0.4659857451915741	0.0734285714285714	-0.06085714285714287	-0.11965715885162354	0.13428571428571426	0
slim	NEDD4L	0.7991786003112793	0.5188999772071838	0.16614285714285715	0.318	0.28027862310409546	-0.15185714285714286	0
slim	DNM1	0.06597143411636353	0.09880714118480682	-0.06285714285714288	0.08285714285714285	-0.0328357070684433	-0.14571428571428574	0
slim	GABRG2	0.7809302806854248	0.908549964427948	-0.026999999999999986	0.24874999999999997	-0.1276196837425232	-0.27574999999999994	0
slim	PPFIA2	0.7800294160842896	0.7835777997970581	0.15435294117647058	-0.044111111111111115	-0.0035483837127685547	0.19846405228758168	0
slim	STAMBPL1	0.526371419429779	0.08130000531673431	0.1896	0.10300000000000001	0.44507141411304474	0.08659999999999998	1
slim	CDC42	0.26372963190078735	0.0385500006377697	0.21425925925925926	-0.10850000000000001	0.22517963126301765	0.3227592592592593	0
slim	NAP1L1	0.9591190814971924	0.2831922769546509	0.39309523809523805	-0.20669230769230768	0.6759268045425415	0.5997875457875457	1
slim	NAP1L4	0.9560084342956543	0.8871999979019165	0.4994166666666666	-0.121	0.06880843639373779	0.6204166666666666	0
slim	UBE2J2	0.3641820549964905	0.3139500021934509	0.15371794871794872	-0.28600000000000003	0.05023205280303955	0.4397179487179488	0
slim	AMZ2P1	0.08053043484687805	0.13545000553131104	0.09421739130434784	-0.1335	-0.05491957068443298	0.22771739130434784	0
slim	TRIM36	0.3954611122608185	0.7214500308036804	0.08311111111111111	0.3698333333333333	-0.32598891854286194	-0.2867222222222222	1
slim	DLGAP4	0.9712346792221069	0.965575098991394	0.12252173913043482	0.1192	0.005659580230712891	0.00332173913043482	0
slim	MATK	0.9409646987915039	0.9511375427246094	0.13923529411764707	-0.01918749999999999	-0.010172843933105469	0.15842279411764706	0
slim	MIB2	0.9939714074134827	0.10175000131130219	0.2523571428571429	-0.17474999999999996	0.8922214061021805	0.42710714285714285	1
slim	DNAJB6	0.9611192941665649	0.9401223063468933	0.14	0.41377777777777774	0.02099698781967163	-0.27377777777777773	0
slim	TSEN2	0.5251200199127197	0.09405999630689621	0.14686666666666665	0.1389	0.4310600236058235	0.00796666666666665	1
slim	IMPACT	0.7081549763679504	0.9360250234603882	0.06880000000000001	0.3115	-0.22787004709243774	-0.24269999999999997	0
slim	TMEM268	0.8925166726112366	0.8093999624252319	0.32680000000000003	0.1888888888888889	0.08311671018600464	0.13791111111111112	0
slim	PRELID2	0.15595000982284546	0.06133332848548889	0.19656249999999997	-0.25299999999999995	0.09461668133735657	0.4495624999999999	0
slim	ST7L	0.47335338592529297	0.039659999310970306	0.15113333333333331	-0.038099999999999995	0.43369338661432266	0.1892333333333333	0
slim	DDT	0.059335000813007355	0.16617858409881592	-0.20145	0.0195	-0.10684358328580856	-0.22094999999999998	0
slim	KIF21B	0.35653916001319885	0.3801666498184204	0.059521739130434785	0.152	-0.023627489805221558	-0.0924782608695652	0
slim	PTPRK	0.6801631450653076	0.958899974822998	0.021947368421052625	-0.51	-0.27873682975769043	0.5319473684210526	0
slim	ENSG00000291066	0.06566451489925385	0.1613619029521942	-0.17512903225806448	0.13904761904761906	-0.09569738805294037	-0.3141766513056835	0
slim	LRRC73	0.9589190483093262	0.9782500267028809	0.06028571428571429	0.37375	-0.019330978393554688	-0.31346428571428575	0
slim	ARHGEF10	0.9929959774017334	0.1979999989271164	0.12816	0.318	0.794995978474617	-0.18984	1
slim	L1CAM	0.8794099688529968	0.7527999877929688	0.18080000000000002	-0.326	0.12660998106002808	0.5068	0
slim	ENTPD1	0.5590499639511108	0.5651999711990356	-0.06078571428571427	0.389	-0.006150007247924805	-0.4497857142857143	0
slim	MRPL39	0.13009566068649292	0.6801499724388123	0.0072608695652174125	0.36812500000000004	-0.5500543117523193	-0.3608641304347826	1
slim	FRMD4A	0.8505999445915222	0.9918666481971741	0.017807692307692302	0.3467333333333334	-0.14126670360565186	-0.3289256410256411	0
slim	SSBP1	0.23722855746746063	0.3064599931240082	-0.10509523809523809	0.2681	-0.06923143565654755	-0.3731952380952381	0
slim	MRPL10	0.9325600862503052	0.9320899844169617	0.1882	0.05019999999999999	0.00047010183334350586	0.138	0
slim	KCTD17	0.9169249534606934	0.9744714498519897	0.33745833333333336	0.31342857142857145	-0.05754649639129639	0.024029761904761915	0
slim	LAMP2	0.4119684100151062	0.41669997572898865	-0.08173684210526315	-0.1188421052631579	-0.004731565713882446	0.03710526315789475	0
slim	ABR	0.5401518940925598	0.9102133512496948	0.033074074074074075	0.06426666666666667	-0.370061457157135	-0.03119259259259259	0
slim	HIKESHI	0.12168332934379578	0.04013333097100258	0.03791666666666667	-0.047333333333333345	0.0815499983727932	0.08525000000000002	0
slim	IRF7	0.876031219959259	0.5692332983016968	0.399875	-0.06866666666666667	0.30679792165756226	0.46854166666666663	0
slim	GJB1	0.945366621017456	0.9095332622528076	0.12641666666666665	0.18233333333333335	0.03583335876464844	-0.0559166666666667	0
slim	STAT1	0.4385097026824951	0.6474000215530396	0.1742258064516129	-0.056999999999999995	-0.20889031887054443	0.2312258064516129	1
slim	HLA-F	0.8978300094604492	0.6364499926567078	0.08680000000000002	0.376	0.26138001680374146	-0.2892	0
slim	TM2D1	0.21105313301086426	0.13840000331401825	0.02646875	-0.697	0.07265312969684601	0.72346875	0
slim	SDCBP	0.13214285671710968	0.05130000039935112	-0.022714285714285725	0.318	0.08084285631775856	-0.34071428571428575	0
slim	COPB2	0.9860208630561829	1.0	0.042124999999999996	0.2476875	-0.013979136943817139	-0.2055625	0
slim	PCDH7	0.9888030290603638	0.9809499382972717	0.28209090909090906	0.13116666666666665	0.007853090763092041	0.1509242424242424	0
slim	PSME1	0.26174548268318176	0.18484999239444733	0.11118181818181817	0.11083333333333334	0.07689549028873444	0.0003484848484848341	0
slim	MXRA7	0.5041332840919495	0.7377499938011169	-0.052444444444444446	0.39749999999999996	-0.23361670970916748	-0.4499444444444444	0
slim	PEPD	0.5661267042160034	0.5339000225067139	0.2537333333333333	0.059	0.03222668170928955	0.1947333333333333	0
slim	ZNF211	0.8763384819030762	0.8059499859809875	0.16435897435897437	0.303	0.07038849592208862	-0.13864102564102562	0
slim	GRAMD2B	0.8625580668449402	0.29980000853538513	0.2311935483870968	-0.07733333333333337	0.562758058309555	0.3085268817204302	1
slim	MAPK9	0.01924615353345871	0.0244461577385664	0.046384615384615385	0.02723076923076922	-0.005200004205107689	0.019153846153846164	0
slim	SMC1A	0.13752256333827972	0.4522111117839813	0.06841935483870967	0.37233333333333335	-0.3146885484457016	-0.30391397849462365	0
slim	SCHIP1	0.8736045360565186	0.8800666928291321	0.09263636363636363	0.03366666666666666	-0.006462156772613525	0.05896969696969697	0
slim	CPEB3	0.7234000563621521	0.9541199803352356	0.108	0.1398	-0.2307199239730835	-0.03180000000000001	0
slim	HSPA9	0.8430999517440796	0.10215555131435394	0.3923913043478261	-0.22788888888888895	0.7409444004297256	0.620280193236715	1
slim	TCF4	0.7141100168228149	0.9642999768257141	-0.14189999999999997	0.06	-0.25018996000289917	-0.20189999999999997	0
slim	DDX5	0.9740900993347168	0.9658199548721313	0.15889999999999999	0.19260000000000002	0.00827014446258545	-0.033700000000000035	0
slim	EXOSC8	0.15196175873279572	0.2304999977350235	0.18688235294117647	0.22000000000000003	-0.07853823900222778	-0.03311764705882356	0
slim	SCN8A	0.790107786655426	0.014049999415874481	0.09092307692307691	0.035500000000000004	0.7760577872395515	0.05542307692307691	1
slim	KCNK10	0.9060084223747253	0.9688666462898254	0.1940833333333333	0.15516666666666665	-0.0628582239151001	0.038916666666666655	0
slim	ZNF211	0.9303739070892334	0.5923954844474792	0.3075652173913043	0.21518181818181817	0.33797842264175415	0.09238339920948616	0
