tissue	gene	canonical_idx	other_idx	long_idx	short_idx	canonical_is_lo	size	domain_binary	nterm_overlap	disorder_frac	resync_failure_binary
muscle	ENSG00000122741.16	15907	26	15907	26	0	66	0	0	-0.042606060606060606	0
muscle	ENSG00000147996.17	16806	31	16806	31	0	216	0	0	0.09203240740740741	1
muscle	ENSG00000147996.17	16806	32	16806	32	0	216	0	0	0.09203240740740741	1
muscle	ENSG00000147996.17	16806	15833	16806	15833	0	282	0	0	0.0762482269503546	1
muscle	ENSG00000147996.17	16806	24724	16806	24724	0	216	0	0	0.09203240740740741	1
muscle	ENSG00000147996.17	16806	24725	16806	24725	0	216	0	0	0.09203240740740741	1
muscle	ENSG00000119139.21	15818	38	15818	38	0	37	0	0	0.38051351351351353	0
muscle	ENSG00000119139.21	15818	39	15818	39	0	37	0	0	0.38051351351351353	0
muscle	ENSG00000119139.21	15818	11186	15818	11186	0	147	1	0	0.2919183673469388	1
muscle	ENSG00000119139.21	15818	11187	15818	11187	0	147	1	0	0.2919183673469388	1
muscle	ENSG00000119139.21	15818	31531	31531	15818	1	74	0	1	0.1489855072463768	0
muscle	ENSG00000119139.21	15818	31532	31532	15818	1	74	0	1	0.1489855072463768	0
muscle	ENSG00000148090.12	15540	40	15540	40	0	128	0	0	0.11674545454545456	1
muscle	ENSG00000165233.18	15504	41	15504	41	0	123	0	1	0.06390983606557377	1
muscle	ENSG00000165233.18	15504	23130	23130	15504	1	172	0	0	0.1450636363636363	0
muscle	ENSG00000165233.18	15504	23240	15504	23240	0	63	0	1	0.16604761904761903	1
muscle	ENSG00000148120.19	21821	43	21821	43	0	230	0	1	0.13044516129032258	1
muscle	ENSG00000148120.19	21821	23434	21821	23434	0	235	0	1	0.13066666666666668	1
muscle	ENSG00000148120.19	21821	23777	21821	23777	0	4	0	1	0.35124999999999995	0
muscle	ENSG00000148120.19	21821	36190	21821	36190	0	262	0	1	0.10884810126582277	1
muscle	ENSG00000158169.14	5968	47	5968	47	0	547	0	1	0.043325581395348825	1
muscle	ENSG00000158169.14	5968	48	5968	48	0	547	0	1	0.043325581395348825	1
muscle	ENSG00000158169.14	5968	49	5968	49	0	547	0	1	0.043325581395348825	1
muscle	ENSG00000158169.14	5968	50	5968	50	0	547	0	1	0.043325581395348825	1
muscle	ENSG00000158169.14	5968	51	5968	51	0	572	0	1	0.048102912621359226	1
muscle	ENSG00000158169.14	5968	52	5968	52	0	572	0	1	0.048102912621359226	1
muscle	ENSG00000158169.14	5968	21094	5968	21094	0	618	0	1	0.0442767175572519	1
muscle	ENSG00000158169.14	5968	21095	5968	21095	0	618	0	1	0.0442767175572519	1
muscle	ENSG00000158122.12	15442	53	15442	53	0	44	0	0	0.10113636363636364	1
muscle	ENSG00000158122.12	15442	19649	15442	19649	0	117	0	1	0.11526495726495728	1
muscle	ENSG00000158122.12	15442	21876	15442	21876	0	54	0	1	0.13327777777777777	0
muscle	ENSG00000251349.3	56	24866	56	24866	0	111	0	1	0.13509009009009007	0
muscle	ENSG00000186051.7	59	60	59	60	0	25	0	1	0.11180000000000001	0
muscle	ENSG00000106771.13	15294	61	15294	61	0	39	0	0	0.16102564102564101	0
muscle	ENSG00000106771.13	15294	19751	15294	19751	0	8	0	0	-0.11725	0
muscle	ENSG00000156875.14	14060	62	14060	62	0	38	0	0	-0.03492105263157894	0
muscle	ENSG00000070159.14	15283	63	63	15283	1	508	1	1	0.09531601731601731	1
muscle	ENSG00000070159.14	15283	19666	19666	15283	1	768	1	1	0.09165474552957359	1
muscle	ENSG00000070159.14	15283	19667	19667	15283	1	768	1	1	0.09165474552957359	1
muscle	ENSG00000070159.14	15283	21905	21905	15283	1	724	1	1	0.09152122986822839	1
muscle	ENSG00000070159.14	15283	21906	21906	15283	1	724	1	1	0.09152122986822839	1
muscle	ENSG00000148153.14	15207	66	15207	66	0	145	0	1	0.13022784810126584	1
muscle	ENSG00000136933.17	15029	68	15029	68	0	105	0	0	0.12396190476190475	0
muscle	ENSG00000136933.17	15029	3708	15029	3708	0	51	0	0	0.08225490196078432	0
muscle	ENSG00000167081.18	15012	69	15012	69	0	108	0	1	0.1663148148148148	0
muscle	ENSG00000167081.18	15012	70	15012	70	0	108	0	1	0.1663148148148148	0
muscle	ENSG00000167081.18	15012	10691	15012	10691	0	94	1	0	0.11148314606741573	1
muscle	ENSG00000167081.18	15012	10692	15012	10692	0	94	1	0	0.11148314606741573	1
muscle	ENSG00000122435.11	14057	71	14057	71	0	212	0	0	0.11033333333333332	0
muscle	ENSG00000122435.11	14057	23973	14057	23973	0	309	0	1	0.11090938511326862	1
muscle	ENSG00000136828.19	72	73	72	73	0	38	0	0	0.27663333333333334	1
muscle	ENSG00000136828.19	72	21421	72	21421	0	714	1	1	0.13878787878787877	1
muscle	ENSG00000136828.19	72	21422	72	21422	0	714	1	1	0.13878787878787877	1
muscle	ENSG00000136895.19	14984	74	74	14984	1	84	0	1	0.20515189873417727	0
muscle	ENSG00000136877.16	14950	75	14950	75	0	90	0	0	0.1389438202247191	1
muscle	ENSG00000136877.16	14950	14939	14950	14939	0	50	0	1	0.09837999999999997	0
muscle	ENSG00000136877.16	14950	31371	14950	31371	0	297	0	0	0.10721111111111109	1
muscle	ENSG00000119333.12	14756	79	14756	79	0	32	0	1	0.04909375000000001	1
muscle	ENSG00000198917.13	12840	80	12840	80	0	460	0	1	0.1978581081081081	1
muscle	ENSG00000198917.13	12840	81	12840	81	0	460	0	1	0.1978581081081081	1
muscle	ENSG00000136819.15	14671	83	14671	83	0	20	0	1	0.22925	0
muscle	ENSG00000187713.7	10848	86	86	10848	1	219	0	1	0.30887394957983194	1
muscle	ENSG00000187713.7	10848	87	87	10848	1	219	0	1	0.30887394957983194	1
muscle	ENSG00000187713.7	10848	88	88	10848	1	219	0	1	0.30887394957983194	1
muscle	ENSG00000197070.14	14374	89	14374	89	0	464	1	1	0.15145854922279794	1
muscle	ENSG00000162639.16	32551	90	90	32551	1	12	0	1	0.086	0
muscle	ENSG00000015171.21	16679	91	16679	91	0	54	0	0	0.07350000000000001	0
muscle	ENSG00000015171.21	16679	18918	16679	18918	0	31	0	0	0.15225806451612905	0
muscle	ENSG00000015171.21	16679	30034	16679	30034	0	85	0	0	0.10222352941176469	0
muscle	ENSG00000015171.21	16679	35954	16679	35954	0	91	0	0	0.09297802197802196	0
muscle	ENSG00000134452.20	13071	93	13071	93	0	66	0	1	0.11636363636363635	0
muscle	ENSG00000134452.20	13071	18330	18330	13071	1	17	0	0	0.24011764705882352	0
muscle	ENSG00000065675.16	4274	94	94	4274	1	34	0	1	0.09197058823529412	0
muscle	ENSG00000065675.16	4274	27054	4274	27054	0	125	0	1	0.08107999999999999	0
muscle	ENSG00000065675.16	4274	27055	4274	27055	0	125	0	1	0.08107999999999999	0
muscle	ENSG00000065665.21	6664	95	6664	95	0	242	0	1	-0.019747933884297516	1
muscle	ENSG00000065665.21	6664	96	6664	96	0	242	0	1	-0.019747933884297516	1
muscle	ENSG00000148481.14	5443	99	5443	99	0	295	0	1	0.08205084745762713	1
muscle	ENSG00000148481.14	5443	15980	5443	15980	0	295	0	1	0.08205084745762713	1
muscle	ENSG00000148481.14	5443	23741	5443	23741	0	173	0	1	0.12315606936416183	0
muscle	ENSG00000148481.14	5443	23742	5443	23742	0	173	0	1	0.12315606936416183	0
muscle	ENSG00000150054.19	34529	100	34529	100	0	258	1	0	0.1027674418604651	1
muscle	ENSG00000291093.2	34734	101	101	34734	1	220	0	1	0.043274647887323936	1
muscle	ENSG00000291093.2	34734	19792	19792	34734	1	160	0	1	0.037377777777777774	1
muscle	ENSG00000291093.2	34734	20307	20307	34734	1	160	0	1	0.037377777777777774	1
muscle	ENSG00000291093.2	34734	20638	20638	34734	1	220	0	1	0.043274647887323936	1
muscle	ENSG00000291093.2	34734	20639	20639	34734	1	220	0	1	0.043274647887323936	1
muscle	ENSG00000291093.2	34734	31176	31176	34734	1	220	0	1	0.043274647887323936	1
muscle	ENSG00000291093.2	34734	34830	34830	34734	1	137	0	1	0.06039473684210526	1
muscle	ENSG00000095794.21	34786	102	34786	102	0	184	0	1	0.17726630434782611	1
muscle	ENSG00000095794.21	34786	104	34786	104	0	79	0	1	0.12002531645569617	1
muscle	ENSG00000095794.21	34786	15326	34786	15326	0	167	1	1	0.17181325301204817	1
muscle	ENSG00000095794.21	34786	22825	34786	22825	0	204	0	1	0.16904166666666667	1
muscle	ENSG00000095794.21	34786	22914	34786	22914	0	202	0	1	0.17285148514851487	1
muscle	ENSG00000095794.21	34786	23586	34786	23586	0	189	0	1	0.16700529100529102	1
muscle	ENSG00000196693.15	12487	105	12487	105	0	112	1	1	0.1243482142857143	0
muscle	ENSG00000196693.15	12487	106	12487	106	0	112	1	1	0.1243482142857143	0
muscle	ENSG00000198298.13	13005	107	13005	107	0	91	1	1	0.08403296703296703	0
muscle	ENSG00000198298.13	13005	108	13005	108	0	91	1	1	0.08403296703296703	0
muscle	ENSG00000156171.15	24063	24676	24063	24676	0	128	0	1	-0.0022016806722689104	0
muscle	ENSG00000204179.11	113	17987	113	17987	0	51	0	1	0.1988095238095238	0
muscle	ENSG00000204147.11	32163	114	114	32163	1	234	0	1	0.05179432624113475	1
muscle	ENSG00000204147.11	32163	115	115	32163	1	234	0	1	0.05179432624113475	1
muscle	ENSG00000204147.11	32163	15161	15161	32163	1	209	0	1	0.11201526717557252	1
muscle	ENSG00000204147.11	32163	15162	15162	32163	1	209	0	1	0.11201526717557252	1
muscle	ENSG00000204147.11	32163	31891	31891	32163	1	212	0	1	0.0805766423357664	1
muscle	ENSG00000204147.11	32163	31892	31892	32163	1	212	0	1	0.0805766423357664	1
muscle	ENSG00000165449.12	116	117	116	117	0	406	0	0	0.007476470588235299	1
muscle	ENSG00000165476.14	15083	119	15083	119	0	108	0	0	0.24305555555555555	1
muscle	ENSG00000165476.14	15083	120	15083	120	0	108	0	0	0.24305555555555555	1
muscle	ENSG00000138303.19	33146	24168	33146	24168	0	118	0	1	0.08347422680412371	0
muscle	ENSG00000138303.19	33146	33144	33146	33144	0	40	0	0	0.09335	0
muscle	ENSG00000148719.16	123	10301	123	10301	0	458	1	1	0.11649723756906076	1
muscle	ENSG00000148719.16	123	10302	123	10302	0	458	1	1	0.11649723756906076	1
muscle	ENSG00000148719.16	123	17814	123	17814	0	458	0	1	0.11649723756906076	1
muscle	ENSG00000148719.16	123	17815	123	17815	0	458	0	1	0.11649723756906076	1
muscle	ENSG00000134255.16	12054	125	12054	125	0	17	0	0	-0.09092307692307691	0
muscle	ENSG00000134255.16	12054	23182	12054	23182	0	245	0	1	0.007889795918367346	1
muscle	ENSG00000134255.16	12054	23867	12054	23867	0	248	0	0	-0.058	1
muscle	ENSG00000188716.6	10258	126	10258	126	0	139	0	1	0.16197841726618706	1
muscle	ENSG00000188716.6	10258	127	10258	127	0	139	0	1	0.16197841726618706	1
muscle	ENSG00000293542.1	23485	128	23485	128	0	126	0	1	0.22342063492063488	0
muscle	ENSG00000293542.1	23485	36207	23485	36207	0	169	0	1	0.17072781065088757	0
muscle	ENSG00000156671.15	27240	129	129	27240	1	49	0	1	0.154	0
muscle	ENSG00000156671.15	27240	14744	27240	14744	0	123	0	1	-0.033953271028037385	0
muscle	ENSG00000156671.15	27240	33060	33060	27240	1	36	0	1	0.36475	0
muscle	ENSG00000156671.15	27240	33064	33064	27240	1	7	0	1	0.3364285714285714	0
muscle	ENSG00000173267.14	14541	130	14541	130	0	33	0	1	0.24606060606060604	0
muscle	ENSG00000148688.14	14448	132	132	14448	1	60	0	0	0.13692857142857146	0
muscle	ENSG00000213390.11	12334	133	133	12334	1	36	0	1	0.1706388888888889	0
muscle	ENSG00000014919.13	1622	138	1622	138	0	126	0	1	-0.006158730158730168	0
muscle	ENSG00000014919.13	1622	14138	1622	14138	0	61	0	1	0.03431914893617021	0
muscle	ENSG00000107566.14	20195	19285	19285	20195	1	27	0	1	0.0881851851851852	0
muscle	ENSG00000095485.18	11492	140	140	11492	1	12	0	1	-0.09125000000000001	0
muscle	ENSG00000107821.15	14071	142	14071	142	0	199	1	1	0.1594321608040201	1
muscle	ENSG00000107821.15	14071	23750	14071	23750	0	168	1	1	0.1658048780487805	1
muscle	ENSG00000116455.14	2623	143	2623	143	0	50	1	0	0.169625	1
muscle	ENSG00000116455.14	2623	144	2623	144	0	50	1	0	0.169625	1
muscle	ENSG00000269609.7	149	148	149	148	0	245	0	1	0.20544318181818177	1
muscle	ENSG00000107882.12	13995	150	13995	150	0	515	0	1	0.13279955947136565	1
muscle	ENSG00000107882.12	13995	151	13995	151	0	515	0	1	0.13279955947136565	1
muscle	ENSG00000107882.12	13995	152	13995	152	0	515	0	1	0.13279955947136565	1
muscle	ENSG00000107882.12	13995	153	13995	153	0	515	0	1	0.13279955947136565	1
muscle	ENSG00000107882.12	13995	13994	13995	13994	0	51	0	0	0.18984313725490196	1
muscle	ENSG00000198799.12	12795	155	12795	155	0	944	0	0	0.07153111587982833	1
muscle	ENSG00000198799.12	12795	24459	12795	24459	0	407	1	1	0.05791400491400491	0
muscle	ENSG00000107954.11	13948	156	13948	156	0	25	1	1	0.2744782608695652	0
muscle	ENSG00000151553.16	13810	157	157	13810	1	81	0	1	0.0365	0
muscle	ENSG00000119979.18	12900	158	12900	158	0	57	0	0	0.10559649122807017	1
muscle	ENSG00000183605.17	11762	159	11762	159	0	138	0	1	0.10882608695652171	0
muscle	ENSG00000107672.15	13755	160	13755	160	0	159	0	1	0.19379245283018864	0
muscle	ENSG00000171612.7	7054	161	7054	161	0	220	1	1	0.11135909090909091	1
muscle	ENSG00000171612.7	7054	162	7054	162	0	220	1	1	0.11135909090909091	1
muscle	ENSG00000107679.15	21077	163	21077	163	0	131	0	0	0.18996341463414634	1
muscle	ENSG00000107679.15	21077	164	21077	164	0	131	0	0	0.18996341463414634	1
muscle	ENSG00000107679.15	21077	13750	21077	13750	0	131	0	0	0.18996341463414634	1
muscle	ENSG00000179988.15	19172	13718	19172	13718	0	79	0	0	0.046099999999999995	1
muscle	ENSG00000237489.5	31574	170	170	31574	1	12	0	0	0.0755	1
muscle	ENSG00000237489.5	31574	172	172	31574	1	12	0	0	0.0755	1
muscle	ENSG00000134253.10	3489	171	3489	171	0	104	1	1	0.12791346153846153	0
muscle	ENSG00000134253.10	3489	192	3489	192	0	104	1	1	0.12791346153846153	0
muscle	ENSG00000134253.10	3489	1075	3489	1075	0	106	1	1	0.10259302325581393	0
muscle	ENSG00000175470.20	22544	173	22544	173	0	165	0	1	0.10541818181818181	0
muscle	ENSG00000175470.20	22544	174	22544	174	0	165	0	1	0.10541818181818181	0
muscle	ENSG00000175470.20	22544	30721	22544	30721	0	227	0	1	0.08072246696035242	1
muscle	ENSG00000175470.20	22544	30722	22544	30722	0	227	0	1	0.08072246696035242	1
muscle	ENSG00000171811.14	13633	178	13633	178	0	2482	0	1	0.113346440397351	1
muscle	ENSG00000171811.14	13633	179	13633	179	0	2482	0	1	0.113346440397351	1
muscle	ENSG00000171811.14	13633	31662	13633	31662	0	212	0	0	0.16173026315789474	1
muscle	ENSG00000171811.14	13633	31663	13633	31663	0	212	0	0	0.16173026315789474	1
muscle	ENSG00000177963.15	26145	180	26145	180	0	110	0	1	0.13648181818181818	0
muscle	ENSG00000177963.15	26145	181	26145	181	0	110	0	1	0.13648181818181818	0
muscle	ENSG00000177963.15	26145	9046	9046	26145	1	6	0	0	0.42683333333333334	0
muscle	ENSG00000177963.15	26145	9047	9047	26145	1	6	0	0	0.42683333333333334	0
muscle	ENSG00000177963.15	26145	26260	26145	26260	0	62	0	1	0.1734054054054054	0
muscle	ENSG00000177963.15	26145	26261	26145	26261	0	62	0	1	0.1734054054054054	0
muscle	ENSG00000142082.15	16845	182	182	16845	1	18	0	0	0.32266666666666666	1
muscle	ENSG00000142082.15	16845	26571	16845	26571	0	146	0	1	0.11617123287671231	0
muscle	ENSG00000177042.16	18382	184	184	18382	1	241	0	1	-0.04993670886075949	1
muscle	ENSG00000177042.16	18382	24452	24452	18382	1	245	0	1	-0.0503680981595092	1
muscle	ENSG00000177830.18	8917	185	8917	185	0	479	0	1	0.06837228260869564	1
muscle	ENSG00000177830.18	8917	186	8917	186	0	479	0	1	0.06837228260869564	1
muscle	ENSG00000177830.18	8917	187	8917	187	0	479	0	1	0.06837228260869564	1
muscle	ENSG00000177830.18	8917	188	8917	188	0	97	0	1	0.08575257731958763	0
muscle	ENSG00000177830.18	8917	189	8917	189	0	97	0	1	0.08575257731958763	0
muscle	ENSG00000177830.18	8917	190	8917	190	0	97	0	1	0.08575257731958763	0
muscle	ENSG00000177830.18	8917	20829	8917	20829	0	39	0	0	0.040967741935483866	0
muscle	ENSG00000177830.18	8917	21272	8917	21272	0	26	0	1	0.237	0
muscle	ENSG00000167311.14	18279	191	191	18279	1	39	0	0	0.16379310344827586	1
muscle	ENSG00000148985.20	18261	196	18261	196	0	186	0	1	0.044421568627450975	0
muscle	ENSG00000148985.20	18261	6865	18261	6865	0	4	0	0	0.3185	0
muscle	ENSG00000148985.20	18261	18264	18261	18264	0	186	0	1	0.03741176470588235	0
muscle	ENSG00000166387.14	6759	197	197	6759	1	113	0	0	0.1423628318584071	0
muscle	ENSG00000166387.14	6759	34644	6759	34644	0	98	1	1	0.12663953488372093	1
muscle	ENSG00000166387.14	6759	34645	6759	34645	0	98	1	1	0.12663953488372093	1
muscle	ENSG00000166407.14	9929	198	9929	198	0	11	0	1	0.13609090909090907	0
muscle	ENSG00000175356.14	32390	200	32390	200	0	155	0	0	0.17364516129032256	0
muscle	ENSG00000070081.18	26344	201	26344	201	0	30	1	0	0.1754666666666667	0
muscle	ENSG00000129158.11	4804	204	4804	204	0	114	0	1	0.08744736842105262	0
muscle	ENSG00000129158.11	4804	205	4804	205	0	287	1	1	0.12362717770034844	1
muscle	ENSG00000129158.11	4804	26296	4804	26296	0	179	0	0	0.14746820809248556	0
muscle	BambuGene6326	206	209	206	209	0	223	0	1	0.08283193277310924	1
muscle	BambuGene6326	206	210	206	210	0	223	0	1	0.08283193277310924	1
muscle	ENSG00000109881.17	9324	207	9324	207	0	36	0	0	0.3114166666666667	0
muscle	ENSG00000169519.21	19253	208	19253	208	0	202	0	0	0.08572020725388599	1
muscle	ENSG00000169519.21	19253	19205	19253	19205	0	224	0	0	0.08611891891891892	1
muscle	ENSG00000121671.12	30696	21720	21720	30696	1	678	0	1	0.09611884550084888	1
muscle	ENSG00000121671.12	30696	21721	21721	30696	1	678	0	1	0.09611884550084888	1
muscle	ENSG00000121671.12	30696	30730	30730	30696	1	678	0	1	0.09611884550084888	1
muscle	ENSG00000121671.12	30696	30731	30731	30696	1	678	0	1	0.09611884550084888	1
muscle	ENSG00000166900.17	10189	213	10189	213	0	122	0	1	0.08659322033898302	0
muscle	ENSG00000166900.17	10189	26352	10189	26352	0	25	0	0	-0.20614285714285713	1
muscle	ENSG00000149016.16	23692	215	23692	215	0	489	1	0	0.14418032786885246	0
muscle	ENSG00000149016.16	23692	7569	7569	23692	1	148	1	1	0.05606756756756757	0
muscle	ENSG00000185475.11	9706	216	9706	216	0	75	0	1	-0.0009999999999999903	0
muscle	ENSG00000149761.9	5517	217	5517	217	0	7	0	1	0.1724285714285714	0
muscle	ENSG00000149761.9	5517	21567	5517	21567	0	33	0	0	0.14996969696969695	0
muscle	ENSG00000173457.11	7648	218	7648	218	0	361	0	1	0.21602347417840376	1
muscle	ENSG00000173457.11	7648	27221	7648	27221	0	323	0	1	0.2145315789473684	1
muscle	ENSG00000173465.8	7650	219	7650	219	0	329	0	1	0.15129050279329612	1
muscle	ENSG00000173465.8	7650	220	7650	220	0	329	0	1	0.15129050279329612	1
muscle	ENSG00000173465.8	7650	221	7650	221	0	329	0	1	0.15129050279329612	1
muscle	ENSG00000173465.8	7650	26488	7650	26488	0	42	0	1	0.15283333333333332	0
muscle	ENSG00000174165.8	7755	224	7755	224	0	109	1	0	-0.0010864197530864187	1
muscle	ENSG00000174165.8	7755	26668	7755	26668	0	91	1	0	-0.011901098901098906	1
muscle	ENSG00000116874.12	2638	225	2638	225	0	97	0	1	0.06122680412371135	0
muscle	ENSG00000172830.13	7538	229	7538	229	0	100	1	1	0.21663	0
muscle	ENSG00000172830.13	7538	230	7538	230	0	100	1	1	0.21663	0
muscle	ENSG00000110066.16	7193	231	7193	231	0	277	1	1	0.11377818181818182	0
muscle	ENSG00000110066.16	7193	232	7193	232	0	277	1	1	0.11377818181818182	0
muscle	ENSG00000110066.16	7193	18835	7193	18835	0	492	0	0	0.19998577235772358	1
muscle	ENSG00000110066.16	7193	18923	7193	18923	0	484	0	0	0.1967066115702479	1
muscle	ENSG00000110066.16	7193	19132	7193	19132	0	492	0	0	0.19998577235772358	1
muscle	ENSG00000110066.16	7193	19133	7193	19133	0	492	0	0	0.19998577235772358	1
muscle	ENSG00000143067.5	20226	235	20226	235	0	72	1	1	0.1041190476190476	0
muscle	ENSG00000077514.9	4377	236	4377	236	0	72	0	0	0.24923333333333333	1
muscle	ENSG00000137486.17	20150	237	20150	237	0	13	0	1	0.10038461538461538	0
muscle	ENSG00000137486.17	20150	12601	20150	12601	0	8	0	0	0.01525	0
muscle	ENSG00000149269.10	11892	5477	5477	11892	1	35	1	0	0.08715384615384615	1
muscle	ENSG00000305887.1	36681	245	36681	245	0	44	0	0	0.09989189189189189	1
muscle	ENSG00000305887.1	36681	36676	36681	36676	0	220	0	1	0.16092537313432836	1
muscle	ENSG00000305887.1	36681	36677	36681	36677	0	40	0	0	0.065	1
muscle	ENSG00000305887.1	36681	36678	36681	36678	0	40	0	0	0.065	1
muscle	ENSG00000305887.1	36681	36679	36681	36679	0	40	0	0	0.074375	1
muscle	ENSG00000305887.1	36681	36680	36681	36680	0	83	1	1	0.12497222222222223	1
muscle	ENSG00000305887.1	36681	36682	36681	36682	0	41	0	0	0.06070731707317073	1
muscle	ENSG00000305887.1	36681	36683	36681	36683	0	84	1	1	0.11660273972602737	1
muscle	ENSG00000305887.1	36681	36684	36681	36684	0	54	0	1	0.12038297872340424	0
muscle	ENSG00000255471.2	247	246	247	246	0	18	0	0	0.03412499999999999	1
muscle	ENSG00000170903.12	6982	26450	6982	26450	0	149	0	0	0.21438255033557047	1
muscle	ENSG00000150787.8	5553	251	5553	251	0	54	0	1	0.14223255813953486	0
muscle	ENSG00000256269.11	32670	253	253	32670	1	14	0	0	-0.010928571428571442	1
muscle	ENSG00000256269.11	32670	26890	32670	26890	0	17	0	1	0.23423529411764704	0
muscle	ENSG00000256269.11	32670	27359	32670	27359	0	40	0	0	0.05622499999999999	0
muscle	ENSG00000120458.13	15392	257	15392	257	0	230	0	1	0.16535217391304347	0
muscle	ENSG00000120458.13	15392	258	15392	258	0	230	0	1	0.16535217391304347	0
muscle	ENSG00000120458.13	15392	2730	2730	15392	1	149	0	1	0.2751752577319588	0
muscle	ENSG00000120458.13	15392	26086	15392	26086	0	420	0	1	0.12192012779552716	1
muscle	ENSG00000120458.13	15392	33245	33245	15392	1	160	0	1	0.26719444444444446	0
muscle	ENSG00000165526.9	6662	259	6662	259	0	180	0	1	0.11320809248554914	0
muscle	ENSG00000165526.9	6662	26201	6662	26201	0	197	0	1	0.10512182741116752	1
muscle	ENSG00000165526.9	6662	26202	6662	26202	0	197	0	1	0.10512182741116752	1
muscle	ENSG00000120451.11	4802	260	4802	260	0	142	0	0	0.09221551724137929	1
muscle	ENSG00000120451.11	4802	26316	4802	26316	0	620	0	1	0.1510483870967742	1
muscle	ENSG00000171823.7	10336	261	10336	261	0	14	1	0	0.0017857142857142713	0
muscle	ENSG00000111203.13	2434	262	2434	262	0	44	0	0	0.2321666666666667	1
muscle	ENSG00000111224.14	2435	264	2435	264	0	7	0	1	0.17785714285714285	0
muscle	ENSG00000111224.14	2435	21952	2435	21952	0	83	1	1	0.08293902439024389	0
muscle	ENSG00000111224.14	2435	22720	2435	22720	0	83	1	1	0.08293902439024389	0
muscle	ENSG00000275131.5	36365	266	36365	266	0	1563	1	1	0.1725175	1
muscle	ENSG00000275131.5	36365	267	36365	267	0	1563	1	1	0.1725175	1
muscle	ENSG00000166532.16	26775	268	26775	268	0	115	0	0	0.12372448979591835	1
