tissue	gene	canonical_idx	other_idx	long_idx	short_idx	canonical_is_lo	size	domain_binary	nterm_overlap	disorder_frac	resync_failure_binary	severity_score	domain_binary_faithful
brain	ABCA8	164	160	164	160	0	530	0	1	0.0828041825095057	0	-1.195063829421997	1
brain	ABCA8	164	162	164	162	0	1355	1	0	0.039340221402214	1	3.3678669929504395	1
brain	ABCA8	164	163	164	163	0	5	0	0	0.2404	0	0.0	0
brain	ABCA8	164	165	164	165	0	1355	1	0	0.039340221402214	1	3.3678669929504395	1
brain	ABCA9	166	167	166	167	0	38	0	0	-0.1864736842105263	0	0.0	1
brain	ABCB6	176	173	176	173	0	541	1	1	-0.0156654343807763	1	-5.037174224853516	1
brain	ABCB6	176	174	176	174	0	46	0	0	0.039891304347826	0	-0.4399453103542328	1
brain	ABCB6	176	175	176	175	0	745	1	1	0.0050203527815468	1	4.066455841064453	1
brain	ABCB7	178	177	177	178	1	1	0	1	0.318	0	0.14360873401165	0
brain	ABCB7	178	179	178	179	0	53	0	1	0.1844199999999999	0	-1.2808988094329834	0
brain	ABCB7	178	180	178	180	0	103	0	0	0.1437254901960784	0	-0.4740305840969085	0
brain	ABCB7	178	181	178	181	0	79	0	1	0.0562151898734177	0	-2.022888660430908	0
brain	ABCB7	178	182	178	182	0	147	0	1	0.1139183673469387	0	-4.060643672943115	0
brain	ABCB8	191	183	191	183	0	205	0	1	0.034970731707317	0	-4.319540977478027	1
brain	ABCB8	191	184	191	184	0	183	0	1	0.0128918918918918	0	-0.5659072399139404	1
brain	ABCB8	191	185	191	185	0	514	1	1	0.039204280155642	1	2.7454047203063965	1
brain	ABCB8	191	186	191	186	0	133	0	1	0.0132105263157894	0	-2.2070674896240234	1
brain	ABCB8	191	187	191	187	0	25	0	0	-0.00712	0	0.031446635723114	0
brain	ABCB8	191	188	188	191	1	17	0	1	0.1720588235294117	0	-0.5879111289978027	0
brain	ABCB8	191	189	191	189	0	840	1	1	0.0614591104734576	1	26.68920135498047	1
brain	ABCB8	191	190	191	190	0	300	1	0	0.100006734006734	1	3.69888687133789	1
brain	ABCB9	196	192	196	192	0	43	0	0	-0.1017209302325581	0	0.7855307459831238	1
brain	ABCB9	196	193	196	193	0	84	0	0	0.0796309523809523	1	-0.1091613322496414	0
brain	ABCB9	196	194	196	194	0	174	0	0	0.0992586206896551	1	0.7841873168945312	1
brain	ABCB9	196	197	196	197	0	85	0	0	0.0870705882352941	1	-0.157180905342102	0
brain	ABCB9	196	198	196	198	0	476	0	1	-0.0072371794871794	1	-2.9061670303344727	1
brain	ABCB9	196	199	196	199	0	391	0	1	0.0077425474254742	1	-4.037987232208252	1
brain	ABCB9	196	200	196	200	0	63	0	0	0.0895555555555555	0	0.8645418882369995	1
brain	ABCC1	206	201	206	201	0	987	1	1	0.053579650565262	1	2.060189247131348	1
brain	ABCC1	206	202	206	202	0	629	0	0	0.0363069466882067	1	-0.3914579749107361	1
brain	ABCC1	206	203	206	203	0	688	0	0	0.0417772861356932	1	0.0688412562012672	1
brain	ABCC1	206	204	206	204	0	665	0	0	0.0383954887218045	1	1.3772152662277222	1
brain	ABCC1	206	205	206	205	0	661	0	0	0.0243600605143721	0	-0.7931737899780273	1
brain	ABCC1	206	207	207	206	1	10	0	0	0.2508	0	0.026245966553688	0
brain	ABCC10	210	208	210	208	0	894	0	1	0.052479865771812	1	-4.850399971008301	1
brain	ABCC10	210	211	210	211	0	1380	1	1	0.0553471014492753	1	1.5103323459625244	1
brain	ABCC12	214	212	214	212	0	1204	1	1	0.0376478405315614	1	-0.9153704643249512	1
brain	ABCC12	214	213	214	213	0	1157	1	1	0.0375237683664649	1	-3.0397651195526123	1
brain	ABCC3	217	216	217	216	0	642	1	1	-0.005762836185819	1	-9.82099437713623	1
brain	ABCC3	217	218	217	218	0	225	0	1	-0.0278222222222222	0	-6.695179462432861	0
brain	ABCC4	220	221	220	221	0	547	0	0	0.0396222222222222	1	2.02562952041626	1
brain	ABCC4	220	222	220	222	0	439	0	1	0.0658738317757009	0	-0.3684844076633453	1
brain	ABCC5	228	223	228	223	0	472	0	1	0.0363305084745762	0	-3.0197882652282715	1
brain	ABCC5	228	224	228	224	0	1230	1	0	0.0462699186991869	1	21.714269638061523	1
brain	ABCC5	228	225	228	225	0	1237	1	0	0.0480122249388752	1	26.84687614440918	1
brain	ABCC5	228	226	228	226	0	1226	1	0	0.0475986949429037	1	25.67548370361328	1
brain	ABCC5	228	227	228	227	0	43	0	0	0.0423720930232558	0	0.0	1
brain	ABCC5	228	229	228	229	0	1226	1	0	0.0461680327868852	1	24.785289764404297	1
brain	ABCC8	256	230	256	230	0	1121	1	0	0.0478498659517426	1	4.443824291229248	1
brain	ABCC8	256	231	256	231	0	1136	1	0	0.0493600352112676	1	4.854523658752441	1
brain	ABCC8	256	233	256	233	0	928	0	1	0.0044684095860566	1	-5.289333820343018	1
brain	ABCC8	256	234	256	234	0	975	1	0	0.0623702564102564	1	1.4281895160675049	1
brain	ABCC8	256	235	256	235	0	682	0	1	-0.0076813509544787	0	-6.69120979309082	1
brain	ABCC8	256	236	256	236	0	1371	1	1	0.031852662290299	1	17.272476196289062	1
brain	ABCC8	256	237	256	237	0	1012	1	0	0.0559782608695652	1	1.8629536628723145	1
brain	ABCC8	256	238	256	238	0	1169	1	1	-0.0038679409209383	1	0.5257886648178101	1
brain	ABCC8	256	239	256	239	0	1033	1	0	0.0569593417231364	1	2.356501579284668	1
brain	ABCC8	256	240	256	240	0	307	0	0	0.0384	1	0.1371420472860336	1
brain	ABCC8	256	241	241	256	1	1	0	0	0.341	0	-0.1083626374602317	1
brain	ABCC8	256	242	256	242	0	1031	1	0	0.0555491723466407	1	2.2422447204589844	1
brain	ABCC8	256	243	243	256	1	22	0	0	0.4264545454545454	0	-0.3701261579990387	0
brain	ABCC8	256	244	256	244	0	306	0	0	0.0384	0	0.0361011698842048	1
brain	ABCC8	256	245	256	245	0	248	0	0	0.0387058823529411	1	0.1371420472860336	1
brain	ABCC8	256	246	256	246	0	682	0	1	-0.0076813509544787	0	-6.69120979309082	1
brain	ABCC8	256	247	256	247	0	1024	1	0	0.058990234375	1	1.709619164466858	1
brain	ABCC8	256	248	256	248	0	1206	1	1	0.0175632478632478	1	-1.6884835958480835	1
brain	ABCC8	256	249	256	249	0	1475	1	1	0.0293850847457627	1	18.433937072753903	1
brain	ABCC8	256	250	256	250	0	976	1	0	0.0621823770491803	1	1.416426181793213	1
brain	ABCC8	256	251	256	251	0	1292	1	0	0.0361540247678018	1	16.439552307128906	1
brain	ABCC8	256	252	256	252	0	39	0	0	-0.0342051282051282	0	0.0361011698842048	1
brain	ABCC8	256	253	256	253	0	1292	1	0	0.0361540247678018	1	16.439552307128906	1
brain	ABCC8	256	254	256	254	0	987	0	1	0.0305572441742654	1	-7.602382659912109	1
brain	ABCC8	256	255	256	255	0	501	0	1	-0.0367584830339321	0	-6.691895484924316	1
brain	ABCC8	256	257	256	257	0	1025	1	0	0.058635282457879	1	1.819175720214844	1
brain	ABCC8	256	258	256	258	0	791	0	1	-0.0144961636828644	1	-4.366650104522705	1
brain	ABCC8	256	259	256	259	0	730	0	1	-0.0057407407407407	1	-5.650650501251221	1
brain	ABCC8	256	260	256	260	0	927	0	1	0.0044684095860566	1	-5.443141937255859	1
brain	ABCC8	256	261	256	261	0	876	0	1	-0.0059088811995386	1	-4.451642990112305	1
brain	ABCC9	265	262	265	262	0	171	0	0	0.046758064516129	1	0.0	1
brain	ABCC9	265	263	265	263	0	1152	1	1	0.0182180052956751	1	-4.950979232788086	1
brain	ABCC9	265	264	265	264	0	320	0	0	0.0378647798742138	1	0.0	1
brain	ABCC9	265	266	265	266	0	717	0	0	0.033648951048951	1	0.7740338444709778	1
brain	ABCD3	269	272	269	272	0	312	0	1	0.0114935897435897	0	1.528850555419922	1
brain	ABCD4	276	273	276	273	0	177	0	1	-0.0087909604519774	0	-0.0126446485519409	1
brain	ABCE1	279	280	279	280	0	389	0	0	0.0694704370179948	1	5.224148750305176	1
brain	ABCF1	283	281	283	281	0	38	0	0	0.4295526315789473	0	0.1825939416885376	0
brain	ABCF1	283	282	283	282	0	740	1	1	0.1717513513513513	1	3.622007369995117	1
brain	ABCF1	283	284	284	283	1	1	0	0	0.318	0	0.0063638295978307	0
brain	ABCF3	288	286	288	286	0	268	0	1	0.139922480620155	0	-3.082097291946411	1
brain	ABCF3	288	287	288	287	0	582	1	0	0.0961996527777777	1	17.158184051513672	1
brain	ABCF3	288	289	288	289	0	601	1	0	0.0976239600665557	1	16.95531463623047	1
brain	ABCF3	288	290	288	290	0	477	0	1	0.1109601677148846	1	-4.488722801208496	1
brain	ABCG1	293	291	291	293	1	12	0	0	0.2061666666666666	0	-0.463835746049881	0
brain	ABCG1	293	292	293	292	0	453	1	1	0.0655452538631346	1	-2.911579370498657	1
brain	ABCG1	293	294	294	293	1	27	0	1	0.1573181818181818	0	0.0425326526165008	0
brain	ABCG1	293	295	293	295	0	207	0	1	0.0876564102564102	1	-1.6141819953918457	1
brain	ABCG2	297	296	297	296	0	684	1	0	0.0095802469135802	1	18.67458915710449	1
brain	ABCG4	299	300	299	300	0	361	0	1	0.0041114457831325	1	3.4269707202911377	1
brain	ABCG8	301	302	301	302	0	585	1	1	0.0118942652329749	1	11.669845581054688	1
brain	ABHD10	305	304	305	304	0	157	1	1	0.0613757961783439	1	1.5604875087738037	1
brain	ABHD11	309	306	309	306	0	183	0	1	0.1057486338797814	1	1.3471009731292725	1
brain	ABHD11	309	307	309	307	0	57	0	0	0.1064736842105263	0	0.9443230032920836	1
brain	ABHD11	309	308	309	308	0	113	0	1	0.130433628318584	0	-0.4379884600639343	1
brain	ABHD12	311	310	310	311	1	18	0	0	0.2824666666666667	1	-0.7942763566970825	0
brain	ABHD12B	312	313	312	313	0	77	0	1	0.0038961038961038	0	-0.9676300287246704	0
brain	ABHD14A	315	316	315	316	0	133	1	0	0.0807518796992481	1	4.007061958312988	1
brain	ABHD14B	319	317	319	317	0	73	0	1	0.0068245614035087	0	5.671723365783691	1
brain	ABHD14B	319	321	319	321	0	19	0	0	0.2708181818181818	0	-0.4614259302616119	1
brain	ABHD16A	324	323	324	323	0	219	0	1	0.0777625570776255	0	-2.169271230697632	0
brain	ABHD17A	325	326	325	326	0	134	0	0	0.0888358208955223	1	5.409136772155762	1
brain	ABHD18	331	329	331	329	0	158	0	1	0.0656691729323308	0	0.9312741756439208	1
brain	ABHD18	331	330	331	330	0	148	0	0	0.0622363636363636	1	2.018498420715332	1
brain	ABHD2	333	332	333	332	0	153	0	0	0.0824967320261437	1	3.036573886871338	1
brain	ABHD3	336	334	336	334	0	53	1	0	0.0651698113207547	0	4.970665454864502	1
brain	ABHD3	336	335	336	335	0	237	1	0	0.0462362869198312	1	8.233304977416992	1
brain	ABHD3	336	337	336	337	0	212	1	1	0.0369854368932038	1	4.927743434906006	1
brain	ABHD5	342	339	342	339	0	313	1	1	0.0630692041522491	1	21.363283157348636	1
brain	ABHD5	342	340	342	340	0	128	0	0	0.092792	1	0.0130858793854713	1
brain	ABHD5	342	341	342	341	0	41	0	1	0.1859756097560975	0	-0.0639869272708892	0
brain	ABHD5	342	345	342	345	0	242	1	1	0.0656101694915254	1	13.76353645324707	1
brain	ABI1	351	349	351	349	0	5	0	0	0.0043999999999999	0	-0.1950965970754623	1
brain	ABI1	351	350	351	350	0	1	0	0	0.06	0	0.008074453100562	0
brain	ABI1	351	352	351	352	0	29	0	0	0.2438620689655172	0	-0.1300717890262603	0
brain	ABI1	351	353	353	351	1	73	0	1	0.1922272727272726	0	-0.5069838762283325	0
brain	ABI1	351	354	351	354	0	59	0	0	0.1660338983050847	0	0.8205010890960693	0
brain	ABI1	351	355	351	355	0	6	0	0	0.0136666666666666	0	-0.2178689092397689	1
brain	ABI1	351	356	356	351	1	27	0	0	0.3237407407407406	0	-0.0309376902878284	0
brain	ABI1	351	357	351	357	0	35	0	0	0.2043999999999999	1	-0.4404715895652771	1
brain	ABI1	351	358	351	358	0	30	0	0	0.2377333333333333	0	-0.1254803985357284	0
brain	ABI1	351	359	351	359	0	88	0	0	0.1916818181818182	0	0.8585213422775269	0
brain	ABI2	365	360	365	360	0	165	0	1	0.1451592356687898	1	-0.153974562883377	1
brain	ABI2	365	361	365	361	0	29	0	0	0.1756206896551724	0	-0.7930064797401428	0
brain	ABI2	365	362	365	362	0	84	0	0	0.1833928571428571	1	-0.9080626964569092	1
brain	ABI2	365	363	365	363	0	35	0	0	0.1036	0	-1.182053804397583	1
brain	ABI2	365	364	365	364	0	67	0	0	0.2361641791044776	0	-0.6060248017311096	1
brain	ABI3	366	367	366	367	0	6	0	0	0.0728333333333333	0	-0.4547850787639618	1
brain	ABI3BP	368	369	368	369	0	708	1	0	0.2424915254237288	1	1.6705012321472168	1
brain	ABL1	372	373	373	372	1	43	0	1	0.1854285714285714	0	0.1922378093004226	0
brain	ABL2	378	374	378	374	0	182	0	1	0.1503312883435582	0	0.646004319190979	0
brain	ABL2	378	375	378	375	0	161	0	1	0.1427394366197183	0	0.7580768465995789	0
brain	ABL2	378	376	378	376	0	794	0	1	0.1949856020942408	1	-2.077132225036621	1
brain	ABL2	378	377	378	377	0	652	0	1	0.2079243827160494	1	-3.4373340606689453	1
brain	ABLIM1	379	380	379	380	0	4	0	1	0.44675	0	0.0395805686712265	0
brain	ABLIM1	379	381	379	381	0	35	0	0	0.2952	0	-0.1224546730518341	1
brain	ABLIM2	383	382	383	382	0	57	0	1	0.2263157894736842	0	-0.7822290658950806	1
brain	ABLIM2	383	384	383	384	0	444	1	1	0.1445819477434679	1	12.204778671264648	1
brain	ABLIM2	383	385	383	385	0	110	0	1	0.2358256880733945	0	-1.2409100532531738	1
brain	ABLIM2	383	386	383	386	0	165	1	1	0.1720617283950617	0	-1.6017197370529177	1
brain	ABLIM2	383	387	383	387	0	98	0	1	0.2198163265306122	0	-0.9765620827674866	1
brain	ABLIM3	388	389	388	389	0	502	1	0	0.1336704288939051	1	1.572035312652588	1
brain	ABLIM3	388	390	388	390	0	95	0	0	0.1763894736842105	0	-0.9785939455032348	1
brain	ABLIM3	388	393	388	393	0	275	1	0	0.1378235294117646	1	-1.2998191118240356	1
brain	ABR	399	395	399	395	0	46	0	1	0.1921086956521739	0	-0.581646740436554	0
brain	ABR	399	396	396	399	1	40	0	1	0.033074074074074	0	-0.4596278667449951	0
brain	ABR	399	397	399	397	0	74	0	1	0.2559523809523809	0	-0.4168568551540375	0
brain	ABR	399	398	399	398	0	226	0	1	0.157862831858407	0	-0.1111364662647247	1
brain	ABR	399	400	400	399	1	271	0	1	0.2331977611940298	0	-2.458302497863769	1
brain	ABR	399	401	399	401	0	586	1	1	0.1276608391608391	1	5.843983173370361	1
brain	ABR	399	402	399	402	0	791	1	1	0.1151933774834437	1	16.374326705932617	1
brain	ABRAXAS1	407	406	407	406	0	172	0	1	0.0604767441860465	0	11.270292282104492	1
brain	ABRAXAS1	407	408	407	408	0	109	0	1	0.0554770642201834	0	10.62310028076172	1
brain	ABTB1	415	411	415	411	0	142	1	1	0.0396338028169014	0	2.569774627685547	1
brain	ABTB1	415	412	415	412	0	142	1	1	0.0396338028169014	0	2.569774627685547	1
brain	ABTB1	415	413	415	413	0	357	1	1	0.0771624649859943	1	4.155120849609375	1
brain	ABTB1	415	414	415	414	0	43	1	1	0.0754285714285714	0	1.478478193283081	1
brain	ABTB3	418	417	418	417	0	119	0	0	0.114579831932773	0	0.3708018660545349	1
brain	ABTB3	418	419	418	419	0	486	0	1	0.1372368972746331	0	-3.889925956726074	0
brain	ABTB3	418	420	418	420	0	111	0	0	0.0313942307692307	1	0.4619922041893005	1
brain	ACAA1	422	421	422	421	0	152	0	1	0.0884868421052631	0	4.90700101852417	1
brain	ACAA1	422	423	422	423	0	292	0	1	0.081222602739726	1	20.9029541015625	1
brain	ACAA1	422	424	422	424	0	267	1	1	0.1111804511278195	1	1.6423810720443726	1
brain	ACAA1	422	425	422	425	0	267	1	1	0.1111804511278195	1	1.6423810720443726	1
brain	ACAA2	428	429	428	429	0	4	0	1	-0.103	0	-0.0373729243874549	0
brain	ACAA2	428	430	428	430	0	147	0	0	0.0809280575539568	1	3.2036588191986084	1
brain	ACAA2	428	431	428	431	0	101	0	0	0.097659574468085	1	4.052940845489502	1
brain	ACACA	434	433	434	433	0	1392	0	1	0.0723685344827586	1	1.0546942949295044	1
brain	ACACA	434	435	434	435	0	105	0	1	0.045495238095238	0	-0.158808633685112	0
brain	ACACA	434	436	434	436	0	115	0	1	0.0649043478260869	0	-0.5401738882064819	0
brain	ACACA	434	437	434	437	0	1192	0	1	0.0608070469798657	1	-0.2775754630565643	1
brain	ACAD10	441	439	441	439	0	825	1	0	0.0980678787878788	1	0.9798343181610109	1
brain	ACAD10	441	440	441	440	0	350	1	0	0.0852257142857143	1	2.575261354446411	1
brain	ACAD10	441	442	441	442	0	945	1	1	0.0926623235613463	1	9.263848304748535	1
brain	ACAD10	441	443	441	443	0	646	1	1	0.0786269349845201	1	5.406643390655518	1
brain	ACAD11	444	445	444	445	0	375	1	0	0.0784490358126721	1	4.493074893951416	1
brain	ACAD11	444	446	444	446	0	337	1	1	0.0825845697329376	0	1.319614291191101	1
brain	ACAD11	444	447	444	447	0	304	1	0	0.0791973684210526	1	6.232173919677734	1
brain	ACAD11	444	448	444	448	0	217	1	0	0.0611889400921659	1	1.5228734016418457	1
brain	ACAD8	453	449	453	449	0	112	0	1	0.0553431372549019	0	-1.2233071327209473	1
brain	ACAD8	453	450	453	450	0	320	1	1	0.0445314685314685	1	6.379328727722168	1
brain	ACAD8	453	451	453	451	0	307	1	1	0.0415510204081632	1	5.972531318664551	1
brain	ACAD8	453	452	453	452	0	127	1	1	0.073496062992126	0	-0.2277055084705352	1
brain	ACAD9	457	454	457	454	0	357	0	1	0.0667759103641456	1	-2.219730854034424	1
brain	ACAD9	457	455	455	457	1	106	0	0	0.105	1	-1.1775822639465332	1
brain	ACAD9	457	456	457	456	0	168	0	0	0.0582023809523809	1	-1.366336226463318	1
brain	ACAD9	457	458	457	458	0	123	0	1	0.1239999999999999	0	0.5298489928245544	1
