tissue	gene	canonical_idx	other_idx	long_idx	short_idx	canonical_is_lo	size	domain_binary	nterm_overlap	disorder_frac	resync_failure_binary
brain	ABCB7	178	182	178	182	0	147	0	1	0.11391836734693875	0
brain	ABCB8	191	183	191	183	0	205	0	1	0.03497073170731706	0
brain	ABCB8	191	184	191	184	0	183	0	1	0.012891891891891888	0
brain	ABCB8	191	185	191	185	0	514	1	1	0.03920428015564202	1
brain	ABCB8	191	186	191	186	0	133	0	1	0.013210526315789471	0
brain	ABCB8	191	187	191	187	0	25	0	0	-0.007120000000000002	0
brain	ABCB8	191	188	188	191	1	17	0	1	0.17205882352941176	0
brain	ABCB8	191	189	191	189	0	840	1	1	0.06145911047345767	1
brain	ABCB8	191	190	191	190	0	300	1	0	0.100006734006734	1
brain	ABCB9	196	192	196	192	0	43	0	0	-0.10172093023255817	0
brain	ABCB9	196	193	196	193	0	84	0	0	0.07963095238095237	1
brain	ABCB9	196	194	196	194	0	174	0	0	0.09925862068965517	1
brain	ABCB9	196	197	196	197	0	85	0	0	0.08707058823529412	1
brain	ABCB9	196	198	196	198	0	476	0	1	-0.007237179487179484	1
brain	ABCB9	196	199	196	199	0	391	0	1	0.0077425474254742555	1
brain	ABCB9	196	200	196	200	0	63	0	0	0.08955555555555555	0
brain	ABCC1	206	201	206	201	0	987	1	1	0.05357965056526207	1
brain	ABCC1	206	202	206	202	0	629	0	0	0.03630694668820678	1
brain	ABCC1	206	203	206	203	0	688	0	0	0.04177728613569321	1
brain	ABCC1	206	204	206	204	0	665	0	0	0.03839548872180451	1
brain	ABCC1	206	205	206	205	0	661	0	0	0.02436006051437216	0
brain	ABCC1	206	207	207	206	1	10	0	0	0.2508	0
brain	ABCC10	210	208	210	208	0	894	0	1	0.052479865771812066	1
brain	ABCC10	210	211	210	211	0	1380	1	1	0.055347101449275356	1
brain	ABCC12	214	212	214	212	0	1204	1	1	0.037647840531561456	1
brain	ABCC12	214	213	214	213	0	1157	1	1	0.03752376836646499	1
brain	ABCC3	217	216	217	216	0	642	1	1	-0.005762836185819069	1
brain	ABCC3	217	218	217	218	0	225	0	1	-0.027822222222222213	0
brain	ABCC4	220	221	220	221	0	547	0	0	0.03962222222222222	1
brain	ABCC4	220	222	220	222	0	439	0	1	0.06587383177570093	0
brain	ABCC5	228	223	228	223	0	472	0	1	0.03633050847457627	0
brain	ABCC5	228	224	228	224	0	1230	1	0	0.046269918699186986	1
brain	ABCC5	228	225	228	225	0	1237	1	0	0.048012224938875296	1
brain	ABCC5	228	226	228	226	0	1226	1	0	0.047598694942903745	1
brain	ABCC5	228	227	228	227	0	43	0	0	0.04237209302325581	0
brain	ABCC5	228	229	228	229	0	1226	1	0	0.04616803278688525	1
brain	ABCC8	256	230	256	230	0	1121	1	0	0.04784986595174263	1
brain	ABCC8	256	231	256	231	0	1136	1	0	0.0493600352112676	1
brain	ABCC8	256	233	256	233	0	928	0	1	0.004468409586056641	1
brain	ABCC8	256	234	256	234	0	975	1	0	0.06237025641025642	1
brain	ABCC8	256	235	256	235	0	682	0	1	-0.0076813509544787105	0
brain	ABCC8	256	236	256	236	0	1371	1	1	0.031852662290299046	1
brain	ABCC8	256	237	256	237	0	1012	1	0	0.05597826086956522	1
brain	ABCC8	256	238	256	238	0	1169	1	1	-0.003867940920938316	1
brain	ABCC8	256	239	256	239	0	1033	1	0	0.05695934172313649	1
brain	ABCC8	256	240	256	240	0	307	0	0	0.038400000000000004	1
brain	ABCC8	256	241	241	256	1	1	0	0	0.341	0
brain	ABCC8	256	242	256	242	0	1031	1	0	0.0555491723466407	1
brain	ABCC8	256	243	243	256	1	22	0	0	0.4264545454545454	0
brain	ABCC8	256	244	256	244	0	306	0	0	0.038400000000000004	0
brain	ABCC8	256	245	256	245	0	248	0	0	0.03870588235294117	1
brain	ABCC8	256	246	256	246	0	682	0	1	-0.0076813509544787105	0
brain	ABCC8	256	247	256	247	0	1024	1	0	0.058990234375	1
brain	ABCC8	256	248	256	248	0	1206	1	1	0.017563247863247856	1
brain	ABCC8	256	249	256	249	0	1475	1	1	0.029385084745762704	1
brain	ABCC8	256	250	256	250	0	976	1	0	0.062182377049180323	1
brain	ABCC8	256	251	256	251	0	1292	1	0	0.03615402476780186	1
brain	ABCC8	256	252	256	252	0	39	0	0	-0.03420512820512821	0
brain	ABCC8	256	253	256	253	0	1292	1	0	0.03615402476780186	1
brain	ABCC8	256	254	256	254	0	987	0	1	0.030557244174265454	1
brain	ABCC8	256	255	256	255	0	501	0	1	-0.03675848303393214	0
brain	ABCC8	256	257	256	257	0	1025	1	0	0.058635282457879086	1
brain	ABCC8	256	258	256	258	0	791	0	1	-0.014496163682864454	1
brain	ABCC8	256	259	256	259	0	730	0	1	-0.005740740740740744	1
brain	ABCC8	256	260	256	260	0	927	0	1	0.004468409586056641	1
brain	ABCC8	256	261	256	261	0	876	0	1	-0.005908881199538639	1
brain	ABCC9	265	262	265	262	0	171	0	0	0.04675806451612902	1
brain	ABCC9	265	263	265	263	0	1152	1	1	0.01821800529567519	1
brain	ABCC9	265	264	265	264	0	320	0	0	0.037864779874213834	1
brain	ABCC9	265	266	265	266	0	717	0	0	0.033648951048951034	1
brain	ABCD3	269	272	269	272	0	312	0	1	0.01149358974358974	0
brain	ABCD4	276	273	276	273	0	177	0	1	-0.00879096045197741	0
brain	ABCE1	279	280	279	280	0	389	0	0	0.06947043701799487	1
brain	ABCF1	283	281	283	281	0	38	0	0	0.42955263157894735	0
brain	ABCF1	283	282	283	282	0	740	1	1	0.17175135135135133	1
brain	ABCF1	283	284	284	283	1	1	0	0	0.318	0
brain	ABCF3	288	286	288	286	0	268	0	1	0.13992248062015503	0
brain	ABCF3	288	287	288	287	0	582	1	0	0.09619965277777778	1
brain	ABCF3	288	289	288	289	0	601	1	0	0.09762396006655576	1
brain	ABCF3	288	290	288	290	0	477	0	1	0.11096016771488469	1
brain	ABCG1	293	291	291	293	1	12	0	0	0.20616666666666664	0
brain	ABCG1	293	292	293	292	0	453	1	1	0.06554525386313464	1
brain	ABCG1	293	294	294	293	1	27	0	1	0.15731818181818183	0
brain	ABCG1	293	295	293	295	0	207	0	1	0.08765641025641024	1
brain	ABCG2	297	296	297	296	0	684	1	0	0.009580246913580245	1
brain	ABCG4	299	300	299	300	0	361	0	1	0.0041114457831325285	1
brain	ABCG8	301	302	301	302	0	585	1	1	0.011894265232974918	1
brain	ABHD10	305	304	305	304	0	157	1	1	0.06137579617834395	1
brain	ABHD11	309	306	309	306	0	183	0	1	0.10574863387978144	1
brain	ABHD11	309	307	309	307	0	57	0	0	0.1064736842105263	0
brain	ABHD11	309	308	309	308	0	113	0	1	0.13043362831858407	0
brain	ABHD12	311	310	310	311	1	18	0	0	0.2824666666666667	1
brain	ABHD12B	312	313	312	313	0	77	0	1	0.003896103896103892	0
brain	ABHD14A	315	316	315	316	0	133	1	0	0.0807518796992481	1
brain	ABHD14B	319	317	319	317	0	73	0	1	0.006824561403508775	0
brain	ABHD14B	319	321	319	321	0	19	0	0	0.27081818181818185	0
brain	ABHD16A	324	323	324	323	0	219	0	1	0.07776255707762558	0
brain	ABHD17A	325	326	325	326	0	134	0	0	0.08883582089552239	1
brain	ABHD18	331	329	331	329	0	158	0	1	0.06566917293233082	0
brain	ABHD18	331	330	331	330	0	148	0	0	0.062236363636363645	1
brain	ABHD2	333	332	333	332	0	153	0	0	0.08249673202614378	1
brain	ABHD3	336	334	336	334	0	53	1	0	0.06516981132075471	0
brain	ABHD3	336	335	336	335	0	237	1	0	0.04623628691983122	1
brain	ABHD3	336	337	336	337	0	212	1	1	0.03698543689320388	1
brain	ABHD5	342	339	342	339	0	313	1	1	0.06306920415224912	1
brain	ABHD5	342	340	342	340	0	128	0	0	0.092792	1
brain	ABHD5	342	341	342	341	0	41	0	1	0.18597560975609756	0
brain	ABHD5	342	345	342	345	0	242	1	1	0.06561016949152541	1
brain	ABI1	351	349	351	349	0	5	0	0	0.004399999999999971	0
brain	ABI1	351	350	351	350	0	1	0	0	0.06	0
brain	ABI1	351	352	351	352	0	29	0	0	0.2438620689655172	0
brain	ABI1	351	353	353	351	1	73	0	1	0.19222727272727266	0
brain	ABI1	351	354	351	354	0	59	0	0	0.1660338983050847	0
brain	ABI1	351	355	351	355	0	6	0	0	0.013666666666666652	0
brain	ABI1	351	356	356	351	1	27	0	0	0.32374074074074066	0
brain	ABI1	351	357	351	357	0	35	0	0	0.20439999999999994	1
brain	ABI1	351	358	351	358	0	30	0	0	0.2377333333333333	0
brain	ABI1	351	359	351	359	0	88	0	0	0.1916818181818182	0
brain	ABI2	365	360	365	360	0	165	0	1	0.14515923566878985	1
brain	ABI2	365	361	365	361	0	29	0	0	0.1756206896551724	0
brain	ABI2	365	362	365	362	0	84	0	0	0.1833928571428571	1
brain	ABI2	365	363	365	363	0	35	0	0	0.10360000000000001	0
brain	ABI2	365	364	365	364	0	67	0	0	0.23616417910447762	0
brain	ABI3	366	367	366	367	0	6	0	0	0.07283333333333335	0
brain	ABI3BP	368	369	368	369	0	708	1	0	0.24249152542372884	1
brain	ABL1	372	373	373	372	1	43	0	1	0.18542857142857141	0
brain	ABL2	378	374	378	374	0	182	0	1	0.15033128834355827	0
brain	ABL2	378	375	378	375	0	161	0	1	0.1427394366197183	0
brain	ABL2	378	376	378	376	0	794	0	1	0.19498560209424082	1
brain	ABL2	378	377	378	377	0	652	0	1	0.2079243827160494	1
brain	ABLIM1	379	380	379	380	0	4	0	1	0.44675	0
brain	ABLIM1	379	381	379	381	0	35	0	0	0.2952	0
brain	ABLIM2	383	382	383	382	0	57	0	1	0.22631578947368425	0
brain	ABLIM2	383	384	383	384	0	444	1	1	0.14458194774346794	1
brain	ABLIM2	383	385	383	385	0	110	0	1	0.23582568807339452	0
brain	ABLIM2	383	386	383	386	0	165	1	1	0.17206172839506173	0
brain	ABLIM2	383	387	383	387	0	98	0	1	0.21981632653061225	0
brain	ABLIM3	388	389	388	389	0	502	1	0	0.13367042889390518	1
brain	ABLIM3	388	390	388	390	0	95	0	0	0.1763894736842105	0
brain	ABLIM3	388	393	388	393	0	275	1	0	0.13782352941176468	1
brain	ABR	399	395	399	395	0	46	0	1	0.1921086956521739	0
brain	ABR	399	396	396	399	1	40	0	1	0.033074074074074075	0
brain	ABR	399	397	399	397	0	74	0	1	0.25595238095238093	0
brain	ABR	399	398	399	398	0	226	0	1	0.15786283185840708	0
brain	ABR	399	400	400	399	1	271	0	1	0.23319776119402985	0
brain	ABR	399	401	399	401	0	586	1	1	0.12766083916083915	1
brain	ABR	399	402	399	402	0	791	1	1	0.11519337748344372	1
brain	ABRAXAS1	407	406	407	406	0	172	0	1	0.0604767441860465	0
brain	ABRAXAS1	407	408	407	408	0	109	0	1	0.05547706422018347	0
brain	ABTB1	415	411	415	411	0	142	1	1	0.03963380281690141	0
brain	ABTB1	415	412	415	412	0	142	1	1	0.03963380281690141	0
brain	ABTB1	415	413	415	413	0	357	1	1	0.07716246498599438	1
brain	ABTB1	415	414	415	414	0	43	1	1	0.07542857142857141	0
brain	ABTB3	418	417	418	417	0	119	0	0	0.11457983193277307	0
brain	ABTB3	418	419	418	419	0	486	0	1	0.13723689727463317	0
brain	ABTB3	418	420	418	420	0	111	0	0	0.031394230769230765	1
brain	ACAA1	422	421	422	421	0	152	0	1	0.08848684210526316	0
brain	ACAA1	422	423	422	423	0	292	0	1	0.08122260273972602	1
brain	ACAA1	422	424	422	424	0	267	1	1	0.11118045112781956	1
brain	ACAA1	422	425	422	425	0	267	1	1	0.11118045112781956	1
brain	ACAA2	428	429	428	429	0	4	0	1	-0.10300000000000002	0
brain	ACAA2	428	430	428	430	0	147	0	0	0.08092805755395682	1
brain	ACAA2	428	431	428	431	0	101	0	0	0.09765957446808507	1
brain	ACACA	434	433	434	433	0	1392	0	1	0.07236853448275862	1
brain	ACACA	434	435	434	435	0	105	0	1	0.045495238095238096	0
brain	ACACA	434	436	434	436	0	115	0	1	0.06490434782608696	0
brain	ACACA	434	437	434	437	0	1192	0	1	0.06080704697986577	1
brain	ACAD10	441	439	441	439	0	825	1	0	0.0980678787878788	1
brain	ACAD10	441	440	441	440	0	350	1	0	0.0852257142857143	1
brain	ACAD10	441	442	441	442	0	945	1	1	0.09266232356134638	1
brain	ACAD10	441	443	441	443	0	646	1	1	0.07862693498452013	1
brain	ACAD11	444	445	444	445	0	375	1	0	0.07844903581267217	1
brain	ACAD11	444	446	444	446	0	337	1	1	0.08258456973293768	0
brain	ACAD11	444	447	444	447	0	304	1	0	0.07919736842105263	1
brain	ACAD11	444	448	444	448	0	217	1	0	0.061188940092165904	1
brain	ACAD8	453	449	453	449	0	112	0	1	0.055343137254901954	0
brain	ACAD8	453	450	453	450	0	320	1	1	0.044531468531468534	1
brain	ACAD8	453	451	453	451	0	307	1	1	0.04155102040816327	1
brain	ACAD8	453	452	453	452	0	127	1	1	0.073496062992126	0
brain	ACAD9	457	454	457	454	0	357	0	1	0.06677591036414565	1
brain	ACAD9	457	455	455	457	1	106	0	0	0.105	1
brain	ACAD9	457	456	457	456	0	168	0	0	0.05820238095238094	1
brain	ACAD9	457	458	457	458	0	123	0	1	0.12399999999999996	0
brain	ACAD9	457	459	457	459	0	92	0	0	0.055380952380952364	1
brain	ACAD9	457	460	457	460	0	123	0	1	0.12399999999999996	0
brain	ACAD9	457	461	457	461	0	320	1	1	0.09010312499999999	1
brain	ACAD9	457	462	457	462	0	555	1	1	0.06838939670932358	1
brain	ACAD9	457	463	463	457	1	153	0	0	0.2184941176470588	1
brain	ACAD9	457	464	457	464	0	123	0	1	0.12399999999999996	0
brain	ACAD9	457	465	457	465	0	215	0	1	0.09615458937198065	0
brain	ACADL	467	466	467	466	0	306	1	0	0.06365686274509803	1
brain	ACADM	473	468	473	468	0	152	1	1	0.08853424657534247	0
brain	ACADM	473	469	473	469	0	152	1	1	0.08853424657534247	0
brain	ACADM	473	470	473	470	0	152	1	1	0.08853424657534247	0
brain	ACADM	473	471	473	471	0	152	1	1	0.08853424657534247	0
brain	ACADM	473	472	473	472	0	69	0	1	0.061166666666666675	0
brain	ACADM	473	474	473	474	0	429	1	1	0.0694220430107527	1
brain	ACADM	473	475	475	473	1	33	0	0	-0.0776969696969697	0
brain	ACADM	473	476	473	476	0	86	0	1	0.09844186046511627	0
brain	ACADM	473	477	473	477	0	108	0	1	0.09970588235294117	0
brain	ACADM	473	478	473	478	0	47	0	0	0.09757446808510639	0
brain	ACADM	473	479	473	479	0	110	0	0	0.02556701030927834	1
brain	ACADM	473	480	473	480	0	36	0	1	0.061166666666666675	0
brain	ACADM	473	481	473	481	0	189	1	1	0.10457142857142859	0
brain	ACADM	473	482	473	482	0	130	1	1	0.0863230769230769	0
brain	ACADM	473	483	473	483	0	189	1	1	0.10457142857142859	0
brain	ACADM	473	484	473	484	0	230	1	0	0.06329665071770335	1
brain	ACADM	473	485	473	485	0	130	1	1	0.0863230769230769	0
brain	ACADM	473	486	473	486	0	86	0	1	0.09844186046511627	0
brain	ACADM	473	487	473	487	0	130	1	1	0.0863230769230769	0
brain	ACADM	473	488	473	488	0	152	1	1	0.08853424657534247	0
brain	ACADSB	490	491	490	491	0	102	0	1	0.08604901960784313	0
brain	ACADVL	492	493	492	493	0	477	1	1	0.08170230607966456	1
brain	ACADVL	492	495	492	495	0	413	1	0	0.060880299251870336	1
brain	ACADVL	492	496	492	496	0	425	1	1	0.09757213930348257	1
brain	ACADVL	492	497	492	497	0	553	1	1	0.08758545454545454	1
brain	ACADVL	492	499	492	499	0	22	0	1	0.2600454545454545	0
brain	ACADVL	492	501	492	501	0	482	1	0	0.06625229357798165	1
brain	ACADVL	492	503	492	503	0	508	1	1	0.09035039370078739	1
brain	ACADVL	492	504	492	504	0	76	0	1	0.17075	0
brain	ACAN	507	505	507	505	0	38	1	0	0.07334210526315792	0
brain	ACAN	507	506	507	506	0	1849	1	0	0.2117681396617567	1
brain	ACAN	507	508	507	508	0	2052	1	0	0.2013440545808967	1
brain	ACAP1	510	509	510	509	0	732	1	1	0.12368526466380544	1
brain	ACAP2	515	512	515	512	0	633	1	1	0.11714701130856221	1
brain	ACAP2	515	513	513	515	1	72	0	0	0.05075471698113206	0
brain	ACAP2	515	514	515	514	0	584	1	0	0.12280650684931506	1
brain	ACAP2	515	517	515	517	0	247	1	0	0.13098319327731092	1
brain	ACAP3	518	519	518	519	0	270	0	1	0.10219259259259258	0
brain	ACAP3	518	521	518	521	0	76	0	1	0.1580526315789474	0
brain	ACAT1	524	522	524	522	0	242	0	1	0.08029288702928869	1
brain	ACAT1	524	523	524	523	0	483	1	1	0.08829700272479564	1
brain	ACAT2	526	525	526	525	0	230	0	1	0.0946391304347826	1
brain	ACBD4	529	530	530	529	1	253	0	0	0.14094701986754965	1
brain	ACBD4	529	531	531	529	1	253	0	0	0.14094701986754965	1
brain	ACBD4	529	532	529	532	0	324	0	1	0.1636984126984127	1
brain	ACBD4	529	533	529	533	0	142	0	0	0.20015957446808513	1
brain	ACBD4	529	534	529	534	0	99	0	0	0.14438356164383562	1
brain	ACBD5	548	535	548	535	0	3	0	1	-0.10366666666666667	0
brain	ACBD5	548	536	548	536	0	109	0	1	0.05779816513761468	0
brain	ACBD5	548	537	548	537	0	68	0	0	0.14114705882352943	0
brain	ACBD5	548	538	548	538	0	46	0	1	-0.0037142857142857177	0
brain	ACBD5	548	539	548	539	0	362	0	1	0.14481615598885794	1
brain	ACBD5	548	540	540	548	1	14	0	1	0.18699999999999997	0
brain	ACBD5	548	541	548	541	0	409	0	1	0.1416265664160401	1
brain	ACBD5	548	542	548	542	0	35	0	1	-0.0037142857142857177	0
brain	ACBD5	548	543	548	543	0	103	0	1	0.09192233009708736	1
brain	ACBD5	548	544	548	544	0	53	0	1	0.04260377358490565	0
brain	ACBD5	548	545	545	548	1	11	0	0	0.22109090909090912	1
brain	ACBD5	548	546	546	548	1	43	0	1	0.18940476190476188	0
brain	ACBD5	548	547	548	547	0	79	0	0	0.14114705882352943	0
brain	ACCS	555	553	555	553	0	289	0	1	0.08459515570934256	1
brain	ACCS	555	554	555	554	0	314	0	0	0.06205732484076432	1
brain	ACD	564	557	564	557	0	163	0	1	0.13635810810810808	0
brain	ACD	564	558	564	558	0	174	0	1	0.13106896551724137	0
brain	ACD	564	559	559	564	1	89	0	1	0.2030813953488372	0
brain	ACD	564	560	564	560	0	250	0	0	0.22795364238410595	0
brain	ACD	564	561	564	561	0	320	0	0	0.22563750000000002	1
brain	ACD	564	562	564	562	0	406	0	0	0.22563750000000002	1
brain	ACD	564	563	564	563	0	163	0	1	0.13635810810810808	0
brain	ACE	567	565	567	565	0	1165	0	0	0.05971244635193133	1
brain	ACE	567	566	567	566	0	781	0	1	0.06880793854033292	1
brain	ACER2	569	568	569	568	0	153	0	0	-0.035424836601307186	1
brain	ACER2	569	570	569	570	0	110	0	1	0.005554545454545454	0
brain	ACER3	578	571	571	578	1	7	0	0	-0.07342857142857143	0
brain	ACER3	578	572	578	572	0	388	0	1	-0.09002857142857142	1
brain	ACER3	578	574	578	574	0	42	0	1	-0.0145952380952381	0
brain	ACER3	578	575	578	575	0	323	0	1	-0.07453777777777779	1
brain	ACER3	578	576	578	576	0	95	0	1	-0.006326315789473695	0
brain	ACER3	578	577	578	577	0	124	0	0	-0.12807339449541283	1
brain	ACER3	578	579	578	579	0	116	0	0	-0.11170093457943923	1
brain	ACER3	578	580	578	580	0	323	0	1	-0.07453777777777779	1
brain	ACER3	578	581	578	581	0	323	0	1	-0.07453777777777779	1
