tissue	gene	canonical_idx	other_idx	long_idx	short_idx	canonical_is_lo	size	domain_binary	nterm_overlap	disorder_frac	resync_failure_binary	severity_score	domain_binary_faithful	severity_score_region	severity_score_scram	size_long_region	size_short_region	severity_score_structmatch
brain	AAMDC	47	45	45	47	1	280	0	1	0.0262222222222222	1	-10.636569023132324	1	-10.42161750793457	-13.23862361907959	216	91	-12.420099258422852
brain	AAMDC	47	48	48	47	1	280	0	1	0.0262222222222222	1	-10.636569023132324	1	-10.42161750793457	-11.586400985717772	216	91	-10.861383438110352
brain	AAMP	49	50	49	50	0	43	0	1	0.316060606060606	0	0.4773803055286407	0	9.614950180053713	4.852754592895508	33	14	-9.914349555969238
brain	AAMP	49	51	49	51	0	138	0	0	0.0699416666666666	1	2.99717116355896	1	17.895164489746094	20.06596565246582	120	33	6.341681480407715
brain	AAMP	49	52	49	52	0	202	0	0	0.0749851485148515	1	3.158395767211914	1	17.623624801635742	9.343650817871094	202	1	6.340666770935059
brain	AAMP	49	53	53	49	1	1	0	1	0.06	0	-0.0169284231960773	0	-0.3781672716140747	4.793937683105469	1	60	-0.7159814238548279
brain	AAR2	60	54	54	60	1	90	0	0	0.0790677966101695	1	-0.8245447874069214	1	-6.586540222167969	-5.854366302490234	59	45	11.61671257019043
brain	AAR2	60	55	60	55	0	126	0	0	0.0084545454545454	1	0.721651554107666	1	3.798002243041992	9.548328399658203	121	11	3.915799379348755
brain	AAR2	60	58	60	58	0	50	0	0	0.10884	1	-0.8646667003631592	1	3.557814598083496	3.9919514656066895	50	1	-7.35179328918457
brain	AARS1	77	63	77	63	0	607	0	1	0.0940887372013651	1	3.232495784759521	1	-0.1492660045623779	7.948934555053711	586	26	13.622342109680176
brain	AARS1	77	64	77	64	0	242	0	0	0.1265826446280991	1	0.251290500164032	1	-1.8467302322387693	5.053911209106445	242	60	-3.6902103424072266
brain	AARS1	77	65	77	65	0	473	0	0	0.112068376068376	1	1.794001579284668	1	12.53836441040039	5.923391342163086	468	6	-3.090446949005127
brain	AARS1	77	66	77	66	0	273	0	0	0.1128836206896551	1	1.2228307723999023	1	9.741674423217772	-2.485369682312012	232	53	11.502481460571289
brain	AARS1	77	67	77	67	0	93	0	0	0.111067415730337	1	1.7181415557861328	1	15.82687759399414	6.784529209136963	89	15	3.6418654918670654
brain	AARS1	77	68	77	68	0	62	0	1	0.0556451612903225	0	0.3685087859630584	1	8.094724655151367	0.736807644367218	62	60	-1.2369173765182495
brain	AARS1	77	69	77	69	0	450	0	0	0.1045758928571428	1	2.414822578430176	1	17.64659881591797	-0.8671177625656128	448	15	9.822017669677734
brain	AARS1	77	70	77	70	0	454	0	0	0.1035991189427312	1	2.0560431480407715	1	14.367111206054688	-0.5098189115524292	454	7	-5.458278656005859
brain	AARS1	77	71	71	77	1	9	0	0	-0.2792222222222221	0	-0.3548107147216797	0	4.107861518859863	-3.402416706085205	9	60	1.6023335456848145
brain	AARS1	77	72	77	72	0	315	0	0	0.1283231292517007	1	0.288130909204483	1	-2.0493392944335938	-6.163599967956543	294	26	1.1923151016235352
brain	AARS1	77	73	77	73	0	794	0	1	0.0821813602015113	1	2.035771131515503	1	9.094572067260742	3.1770944595336914	794	1	4.0012359619140625
brain	AARS1	77	74	77	74	0	408	0	0	0.1126642156862745	1	2.661508798599243	1	1.4215868711471558	-0.3050424456596374	408	60	-4.094908237457275
brain	AARS1	77	75	77	75	0	869	0	1	0.0791156069364161	1	16.260379791259766	1	22.830509185791016	21.9895076751709	865	15	23.775127410888672
brain	AARS1	77	76	76	77	1	16	0	0	0.2159375	0	-0.3429429531097412	1	-6.211587905883789	1.8480137586593628	16	60	-0.014100193977355957
brain	AARS1	77	78	77	78	0	338	0	0	0.1241211072664359	1	0.7609949111938477	1	3.4761674404144287	-3.64467716217041	289	55	2.5633716583251953
brain	AARS1	77	79	77	79	0	338	0	0	0.1241211072664359	1	0.7609949111938477	1	3.4761674404144287	-3.9480910301208496	289	55	-11.15582275390625
brain	AARS1	77	80	77	80	0	450	0	0	0.1045758928571428	1	2.414822578430176	1	17.64659881591797	-3.526395797729492	448	15	17.088233947753906
brain	AARSD1	85	82	85	82	0	108	0	1	0.1350277777777778	0	2.2739362716674805	0	1.690551996231079	2.127603054046631	108	60	13.328216552734375
brain	AARSD1	85	84	85	84	0	185	0	0	0.1008648648648648	1	-0.6465311646461487	1	2.830553770065308	0.6643826365470886	185	3	12.451356887817383
brain	AASDH	86	87	86	87	0	262	0	0	0.0454470588235294	1	1.0337681770324707	1	19.623159408569336	9.383049964904783	179	14	-9.245443344116211
brain	AASDH	86	88	86	88	0	100	0	1	0.0508	0	1.0230265855789185	1	9.167610168457031	5.943829536437988	100	76	7.629707336425781
brain	AASDH	86	89	86	89	0	258	0	0	0.0431976744186046	1	0.3932531177997589	1	11.626472473144531	-4.9706807136535645	185	4	1.7390029430389404
brain	AASDH	86	90	86	90	0	153	0	1	0.0391437908496731	0	0.8983663320541382	1	6.841770648956299	-0.2666270732879638	153	76	13.281243324279785
brain	AASDH	86	91	86	91	0	974	0	0	0.0708280123583934	1	-3.829991102218628	1	7.239873886108398	-0.6737060546875	895	7	8.088597297668457
brain	AASDHPPT	94	92	94	92	0	171	0	0	0.089046783625731	1	21.157604217529297	1	23.2340145111084	20.135963439941406	171	60	18.383745193481445
brain	AASS	96	97	96	97	0	599	0	1	0.0876881355932203	1	2.525824546813965	1	10.960098266601562	6.585878849029541	590	20	-11.046852111816406
brain	AASS	96	98	96	98	0	681	0	1	0.087071964017991	1	0.2384861707687378	1	7.349921226501465	8.772384643554688	667	20	-11.492897033691406
brain	AASS	96	99	96	99	0	512	0	1	0.0850234375	1	0.248557761311531	1	-3.4093503952026367	5.020285606384277	512	60	-3.4093503952026367
brain	AASS	96	100	96	100	0	471	1	0	0.0823311965811965	1	1.277194261550903	1	3.759956598281861	-4.964944839477539	468	11	5.81578254699707
brain	AASS	96	101	96	101	0	707	0	1	0.0868797736916548	1	1.877012729644776	1	10.59231948852539	6.594631671905518	707	1	13.360353469848633
brain	AASS	96	102	96	102	0	472	1	0	0.0841377118644067	1	1.1318541765213013	1	4.012211322784424	1.1674095392227173	472	1	-2.3994693756103516
brain	AASS	96	103	96	103	0	629	0	1	0.0867754777070063	1	3.959165573120117	1	11.206066131591797	-7.648530006408691	628	14	2.574761390686035
brain	AASS	96	105	96	105	0	671	0	1	0.0880223546944858	1	-0.1269150674343109	1	9.493293762207031	-6.80986213684082	671	1	-1.6876935958862305
brain	AATF	107	108	107	108	0	71	0	0	0.1084788732394366	1	0.7261680364608765	1	-1.5605852603912354	-6.560525894165039	71	60	3.1908164024353027
brain	AATF	107	110	107	110	0	71	0	0	0.0800757575757575	1	0.7060253620147705	1	1.9791401624679563	-0.6015368103981018	66	9	5.218292713165283
brain	AATF	107	111	107	111	0	24	0	0	0.0037083333333333	1	-0.0693795382976532	1	-3.2074992656707764	10.87975788116455	24	60	-1.6154813766479492
brain	AATF	107	112	107	112	0	20	0	0	0.18235	1	-0.0386722199618816	1	-0.2702605426311493	-7.521661758422852	20	60	0.6126131415367126
brain	AATF	107	113	107	113	0	118	0	0	0.1216779661016949	1	1.1022069454193115	1	0.6487090587615967	-3.496398448944092	118	60	0.5604985952377319
brain	AATF	107	114	107	114	0	163	0	1	0.213159509202454	0	0.2046679854393005	0	-3.662581205368042	4.1556477546691895	163	60	3.6932215690612793
brain	AATF	107	115	107	115	0	278	0	0	0.1466353790613718	1	2.662599802017212	1	11.212615966796877	-3.77746844291687	277	5	2.2236087322235107
brain	AATK	119	116	119	116	0	504	0	0	0.2556107784431137	1	-0.0707920789718627	0	8.705631256103516	1.8805028200149536	155	12	0.29338884353637695
brain	AATK	119	117	119	117	0	1212	1	1	0.1935239273927393	1	5.315174102783203	1	4.993219375610352	6.259940147399902	961	101	6.212996482849121
brain	AATK	119	118	119	118	0	103	0	1	0.0830388349514563	0	0.5089489221572876	0	4.661435604095459	2.1294753551483154	103	103	5.840764045715332
brain	ABCA10	127	126	127	126	0	701	0	1	0.0513053278688524	1	-1.342775583267212	1	-2.088581323623657	2.368655204772949	488	213	-2.13581919670105
brain	ABCA2	131	129	131	129	0	2290	1	1	0.0661495820501539	1	12.119935989379885	1	18.684619903564453	9.123394966125488	860	17	13.203460693359375
brain	ABCA2	131	130	131	130	0	2006	1	1	0.0633698903290129	1	7.824146270751953	1	10.179685592651367	5.978530883789063	593	60	3.4388322830200195
brain	ABCA2	131	132	131	132	0	1954	1	1	0.0605197132616487	1	5.540722846984863	1	10.658061981201172	11.190863609313965	541	3	-8.293116569519043
brain	ABCA2	131	133	131	133	0	1563	1	1	0.076926538716082	1	0.8962998986244202	1	3.561687469482422	7.947051525115967	111	78	-1.3780512809753418
brain	ABCA2	131	134	131	134	0	1045	0	1	0.0852067961165048	0	-6.245771408081055	1	-8.056966781616211	-8.514225959777832	664	664	-8.056966781616211
brain	ABCA2	131	135	131	135	0	500	0	1	0.0686030368763557	0	0.992562770843506	1	5.075336456298828	-16.38015365600586	45	45	6.002836227416992
brain	ABCA3	137	136	137	136	0	934	0	0	0.0369635974304068	1	-2.081437587738037	1	-2.3623716831207275	1.15563702583313	674	422	-1.1766016483306885
brain	ABCA3	137	138	137	138	0	58	0	0	-0.0839827586206897	0	1.3037625551223757	1	9.592660903930664	-11.964067459106444	58	58	-0.12403416633605957
brain	ABCA5	145	140	145	140	0	777	0	1	0.0144903474903474	0	-0.0386663824319839	1	0.6205013394355774	-0.288348913192749	777	620	0.6282022595405579
brain	ABCA5	145	146	145	146	0	1392	1	0	0.022673132183908	1	6.762430191040039	1	6.855288028717041	7.354269027709961	772	60	3.484996795654297
brain	ABCA5	145	147	145	147	0	725	0	0	0.0322124137931034	1	-0.6566976308822632	1	-1.9352426528930664	-7.023017883300781	105	60	0.5950083136558533
brain	ABCA5	145	148	145	148	0	1569	1	1	0.0222879177377892	1	24.349958419799805	1	25.360279083251957	26.74817657470703	964	43	23.220294952392578
brain	ABCA5	145	149	145	149	0	1108	0	1	0.0270685920577617	1	-1.8723533153533936	1	-1.8874201774597168	-0.8062679767608643	937	449	-0.6285628080368042
brain	ABCA5	145	150	145	150	0	1392	1	0	0.022673132183908	1	6.762430191040039	1	6.855288028717041	12.236387252807615	772	60	13.693997383117676
brain	ABCA6	154	152	154	152	0	1442	1	0	0.0234325452016689	1	9.997926712036133	1	16.403724670410156	14.507551193237305	847	10	17.772981643676758
brain	ABCA6	154	153	154	153	0	1533	0	1	0.0189788778877887	1	8.175759315490723	1	8.688943862915039	9.928543090820312	920	25	11.70755386352539
brain	ABCA7	158	155	158	155	0	1961	1	0	0.0787026194144838	1	9.01323413848877	1	17.539474487304688	2.1143031120300293	826	28	14.294153213500977
brain	ABCA7	158	156	158	156	0	1055	0	1	0.0792497625830959	0	0.2814810574054718	1	-4.99053955078125	-8.257054328918457	149	149	-22.643863677978516
brain	ABCA7	158	157	158	157	0	1895	0	1	0.0797820580474934	1	-5.473800659179688	1	-5.249466896057129	-7.57719612121582	917	147	-8.42782211303711
brain	ABCA8	164	159	164	159	0	40	0	0	0.0546749999999999	0	0.2247001826763153	1	7.672658920288086	-5.993185043334961	40	40	-1.7650020122528076
brain	ABCA8	164	160	164	160	0	530	0	1	0.0828041825095057	0	-1.195063829421997	1	-8.480716705322266	-4.6266770362854	61	61	2.4149513244628906
brain	ABCA8	164	162	164	162	0	1355	1	0	0.039340221402214	1	3.3678669929504395	1	5.402897834777832	3.939605712890625	756	60	4.262681007385254
brain	ABCA8	164	165	164	165	0	1355	1	0	0.039340221402214	1	3.3678669929504395	1	5.402897834777832	4.144492149353027	756	60	5.402897834777832
brain	ABCB6	176	173	176	173	0	541	1	1	-0.0156654343807763	1	-5.037174224853516	1	-5.632222652435303	-4.294531345367432	541	60	4.925036430358887
brain	ABCB6	176	174	176	174	0	46	0	0	0.039891304347826	0	-0.4399453103542328	1	7.295539855957031	20.54557228088379	46	60	-25.682870864868164
brain	ABCB6	176	175	176	175	0	745	1	1	0.0050203527815468	1	4.066455841064453	1	1.4221141338348389	6.023728370666504	737	16	6.9413580894470215
brain	ABCB7	178	177	177	178	1	1	0	1	0.318	0	0.14360873401165	0	3.4598259925842285	7.661025047302246	1	60	0.4563101530075073
brain	ABCB7	178	179	178	179	0	53	0	1	0.1844199999999999	0	-1.2808988094329834	0	-6.008908271789551	-5.973544120788574	50	3	-4.6200714111328125
brain	ABCB7	178	180	178	180	0	103	0	0	0.1437254901960784	0	-0.4740305840969085	0	10.067376136779783	-0.8184252977371216	102	1	-5.6619672775268555
brain	ABCB7	178	181	178	181	0	79	0	1	0.0562151898734177	0	-2.022888660430908	0	-3.043938159942627	0.3710160255432129	79	1	-2.526296377182007
brain	ABCB7	178	182	178	182	0	147	0	1	0.1139183673469387	0	-4.060643672943115	0	-11.301661491394045	4.255926609039307	147	60	12.956733703613281
brain	ABCB8	191	183	191	183	0	205	0	1	0.034970731707317	0	-4.319540977478027	1	-19.26733016967773	-2.4093925952911377	205	60	-3.5553364753723145
brain	ABCB8	191	184	191	184	0	183	0	1	0.0128918918918918	0	-0.5659072399139404	1	0.125664472579956	-0.7369483709335327	111	77	5.212265968322754
brain	ABCB8	191	185	191	185	0	514	1	1	0.039204280155642	1	2.7454047203063965	1	5.512415885925293	4.215978622436523	514	60	8.775124549865723
brain	ABCB8	191	186	191	186	0	133	0	1	0.0132105263157894	0	-2.2070674896240234	1	-1.3542704582214355	13.46343994140625	114	26	-1.5234057903289795
brain	ABCB8	191	187	191	187	0	25	0	0	-0.00712	0	0.031446635723114	0	20.709341049194336	-0.8366031646728516	25	60	3.385127067565918
brain	ABCB8	191	188	188	191	1	17	0	1	0.1720588235294117	0	-0.5879111289978027	0	-2.396883964538574	-18.44346046447754	17	60	-9.295275688171387
brain	ABCB8	191	189	191	189	0	840	1	1	0.0614591104734576	1	26.68920135498047	1	27.08028030395508	27.21455764770508	697	145	27.46364974975586
brain	ABCB8	191	190	191	190	0	300	1	0	0.100006734006734	1	3.69888687133789	1	11.865405082702637	0.1306734085083007	297	10	14.310216903686523
brain	ABCB9	196	192	196	192	0	43	0	0	-0.1017209302325581	0	0.7855307459831238	1	23.67310905456543	-2.6421470642089844	43	60	-1.9450385570526123
brain	ABCB9	196	193	196	193	0	84	0	0	0.0796309523809523	1	-0.1091613322496414	0	-3.8400778770446777	7.435792922973633	84	1	-28.447036743164062
brain	ABCB9	196	194	196	194	0	174	0	0	0.0992586206896551	1	0.7841873168945312	1	7.004866123199463	25.255332946777344	174	4	0.4704245328903198
brain	ABCB9	196	197	196	197	0	85	0	0	0.0870705882352941	1	-0.157180905342102	0	15.859357833862305	19.255599975585938	85	60	-17.064359664916992
brain	ABCB9	196	198	196	198	0	476	0	1	-0.0072371794871794	1	-2.9061670303344727	1	3.890359878540039	2.083216428756714	468	13	-3.25040340423584
brain	ABCB9	196	199	196	199	0	391	0	1	0.0077425474254742	1	-4.037987232208252	1	1.0779314041137695	-2.474623680114746	369	29	8.471548080444336
brain	ABCB9	196	200	196	200	0	63	0	0	0.0895555555555555	0	0.8645418882369995	1	21.07453727722168	17.36237144470215	63	60	0.4153648018836975
brain	ABCC1	206	201	206	201	0	987	1	1	0.053579650565262	1	2.060189247131348	1	16.222261428833008	1.3872580528259275	464	19	-9.087543487548828
brain	ABCC1	206	202	206	202	0	629	0	0	0.0363069466882067	1	-0.3914579749107361	1	2.164525032043457	-1.5636305809020996	110	10	-18.72604751586914
brain	ABCC1	206	203	206	203	0	688	0	0	0.0417772861356932	1	0.0688412562012672	1	5.456576347351074	-18.247220993041992	169	10	17.408397674560547
brain	ABCC1	206	204	206	204	0	665	0	0	0.0383954887218045	1	1.3772152662277222	1	16.249122619628906	18.08731842041016	163	7	2.4479618072509766
brain	ABCC1	206	205	206	205	0	661	0	0	0.0243600605143721	0	-0.7931737899780273	1	6.98318338394165	-17.270822525024414	152	60	15.460407257080078
brain	ABCC1	206	207	207	206	1	10	0	0	0.2508	0	0.026245966553688	0	4.567023277282715	-4.295889854431152	10	10	-4.363616466522217
brain	ABCC10	210	208	210	208	0	894	0	1	0.052479865771812	1	-4.850399971008301	1	-7.2129130363464355	-4.32759952545166	894	470	-7.2129130363464355
brain	ABCC10	210	211	210	211	0	1380	1	1	0.0553471014492753	1	1.5103323459625244	1	7.223753929138184	-0.8728432655334473	910	7	10.609634399414062
brain	ABCC12	214	212	214	212	0	1204	1	1	0.0376478405315614	1	-0.9153704643249512	1	1.1237307786941528	-2.6467113494873047	968	102	-3.346395254135132
brain	ABCC12	214	213	214	213	0	1157	1	1	0.0375237683664649	1	-3.0397651195526123	1	-1.496335744857788	-5.403151512145996	961	141	0.012553572654724121
brain	ABCC3	217	216	217	216	0	642	1	1	-0.005762836185819	1	-9.82099437713623	1	-10.194971084594728	-11.297338485717772	409	243	-10.302172660827637
brain	ABCC3	217	218	217	218	0	225	0	1	-0.0278222222222222	0	-6.695179462432861	0	-4.166532516479492	-15.890661239624023	225	60	-23.20901107788086
brain	ABCC4	220	221	220	221	0	547	0	0	0.0396222222222222	1	2.02562952041626	1	17.70488739013672	15.1069974899292	244	22	11.651187896728516
brain	ABCC4	220	222	220	222	0	439	0	1	0.0658738317757009	0	-0.3684844076633453	1	-6.585398674011231	1.83482027053833	125	14	3.247490644454956
brain	ABCC5	228	223	228	223	0	472	0	1	0.0363305084745762	0	-3.0197882652282715	1	-6.992650985717773	-2.9795703887939453	472	415	-6.992650985717773
brain	ABCC5	228	224	228	224	0	1230	1	0	0.0462699186991869	1	21.714269638061523	1	19.979745864868164	21.74653434753418	815	1	20.22783088684082
brain	ABCC5	228	225	228	225	0	1237	1	0	0.0480122249388752	1	26.84687614440918	1	28.794767379760746	28.13941764831543	812	15	25.927181243896484
brain	ABCC5	228	226	228	226	0	1226	1	0	0.0475986949429037	1	25.67548370361328	1	30.270427703857425	27.24884033203125	813	3	22.90058708190918
brain	ABCC5	228	229	228	229	0	1226	1	0	0.0461680327868852	1	24.785289764404297	1	26.9545841217041	24.180404663085938	812	21	26.94007110595703
brain	ABCC8	256	230	256	230	0	1121	1	0	0.0478498659517426	1	4.443824291229248	1	4.0608086585998535	14.647346496582031	562	7	14.225693702697754
brain	ABCC8	256	231	256	231	0	1136	1	0	0.0493600352112676	1	4.854523658752441	1	16.344158172607422	5.033126354217529	577	60	-3.3877453804016113
brain	ABCC8	256	233	256	233	0	928	0	1	0.0044684095860566	1	-5.289333820343018	1	-8.879864692687988	0.8492408394813538	681	342	2.098021984100342
brain	ABCC8	256	234	256	234	0	975	1	0	0.0623702564102564	1	1.4281895160675049	1	14.381769180297852	16.378934860229492	416	60	-16.790027618408203
brain	ABCC8	256	235	256	235	0	682	0	1	-0.0076813509544787	0	-6.69120979309082	1	-10.154890060424805	-4.067192554473877	681	560	-5.580451011657715
brain	ABCC8	256	236	256	236	0	1371	1	1	0.031852662290299	1	17.272476196289062	1	18.190933227539062	16.240154266357422	812	60	22.621400833129883
brain	ABCC8	256	237	256	237	0	1012	1	0	0.0559782608695652	1	1.8629536628723145	1	1.9962928295135496	19.96446418762207	456	4	12.330583572387695
brain	ABCC8	256	238	256	238	0	1169	1	1	-0.0038679409209383	1	0.5257886648178101	1	12.117043495178224	0.6530356407165527	612	53	14.547127723693848
brain	ABCC8	256	239	256	239	0	1033	1	0	0.0569593417231364	1	2.356501579284668	1	-5.235337257385254	-2.0358099937438965	476	2	12.763246536254883
brain	ABCC8	256	240	256	240	0	307	0	0	0.0384	1	0.1371420472860336	1	-5.137058258056641	13.89085578918457	1	1	19.763954162597656
brain	ABCC8	256	241	241	256	1	1	0	0	0.341	0	-0.1083626374602317	1	13.153459548950195	1.2710833549499512	1	1	-22.19540786743164
brain	ABCC8	256	242	256	242	0	1031	1	0	0.0555491723466407	1	2.2422447204589844	1	-3.727920055389404	-0.6931014060974121	471	10	-6.236015796661377
brain	ABCC8	256	243	243	256	1	22	0	0	0.4264545454545454	0	-0.3701261579990387	0	3.442704439163208	8.514982223510742	22	22	-0.5749405026435852
brain	ABCC8	256	244	256	244	0	306	0	0	0.0384	0	0.0361011698842048	1	8.737102508544922	1.0809533596038818	1	1	-15.898201942443848
brain	ABCC8	256	245	256	245	0	248	0	0	0.0387058823529411	1	0.1371420472860336	1	-5.137058258056641	3.8309130668640137	1	1	2.179429292678833
brain	ABCC8	256	246	256	246	0	682	0	1	-0.0076813509544787	0	-6.69120979309082	1	-10.154890060424805	-3.3270821571350098	681	560	-1.1938554048538208
brain	ABCC8	256	247	256	247	0	1024	1	0	0.058990234375	1	1.709619164466858	1	14.863107681274414	12.041862487792969	465	60	14.975802421569824
brain	ABCC8	256	248	256	248	0	1206	1	1	0.0175632478632478	1	-1.6884835958480835	1	-4.864312648773193	-2.9488413333892822	901	335	-3.958677053451538
brain	ABCC8	256	249	256	249	0	1475	1	1	0.0293850847457627	1	18.433937072753903	1	19.98228454589844	19.73074531555176	916	60	20.115562438964844
brain	ABCC8	256	250	256	250	0	976	1	0	0.0621823770491803	1	1.416426181793213	1	14.411251068115234	9.71470546722412	417	60	-0.09237337112426758
brain	ABCC8	256	251	256	251	0	1292	1	0	0.0361540247678018	1	16.439552307128906	1	18.849388122558597	17.14589500427246	733	60	23.753725051879883
brain	ABCC8	256	252	256	252	0	39	0	0	-0.0342051282051282	0	0.0361011698842048	1	8.737102508544922	4.734614372253418	1	1	-10.832719802856445
brain	ABCC8	256	253	256	253	0	1292	1	0	0.0361540247678018	1	16.439552307128906	1	18.849388122558597	22.26877212524414	733	60	27.65230941772461
brain	ABCC8	256	254	256	254	0	987	0	1	0.0305572441742654	1	-7.602382659912109	1	-7.946626663208008	-7.89058780670166	987	559	-7.873814582824707
brain	ABCC8	256	255	256	255	0	501	0	1	-0.0367584830339321	0	-6.691895484924316	1	-12.899934768676758	-8.64140796661377	501	501	-8.964570999145508
brain	ABCC8	256	257	256	257	0	1025	1	0	0.058635282457879	1	1.819175720214844	1	3.376919746398926	-10.137982368469238	450	25	20.96009635925293
brain	ABCC8	256	258	256	258	0	791	0	1	-0.0144961636828644	1	-4.366650104522705	1	-9.623562812805176	-1.2324256896972656	545	341	0.16599133610725403
brain	ABCC8	256	259	256	259	0	730	0	1	-0.0057407407407407	1	-5.650650501251221	1	-8.689291000366211	-5.461944580078125	681	512	-0.31504136323928833
brain	ABCC8	256	260	256	260	0	927	0	1	0.0044684095860566	1	-5.443141937255859	1	-8.906994819641113	-1.0914413928985596	681	341	-8.369697570800781
brain	ABCC8	256	261	256	261	0	876	0	1	-0.0059088811995386	1	-4.451642990112305	1	-8.655672073364258	-1.9031915664672847	630	342	-3.978024959564209
brain	ABCC9	265	263	265	263	0	1152	1	1	0.0182180052956751	1	-4.950979232788086	1	-8.984848022460938	-7.036896228790283	850	264	-1.868109107017517
brain	ABCC9	265	266	265	266	0	717	0	0	0.033648951048951	1	0.7740338444709778	1	2.1844632625579834	15.728872299194336	189	5	21.978069305419922
