"gene_id","feature_id","gene_ofdr","tx_ofdr","cell_type"
"HSP90B1","HSP90B1-234",0.932104252500769,NA,"Microglia"
"HSP90B1","HSP90B1-201",0.932104252500769,NA,"Microglia"
"HSP90B1","HSP90B1-217",0.932104252500769,NA,"Microglia"
"LINC01094","LINC01094-218",0.932104252500769,NA,"Microglia"
"LINC01094","LINC01094-202",0.932104252500769,NA,"Microglia"
"LPAR5","LPAR5-201",0.932104252500769,NA,"Microglia"
"LPAR5","LPAR5-202",0.932104252500769,NA,"Microglia"
"MACF1","MACF1-234",0.932104252500769,NA,"Microglia"
"MACF1","MACF1-256",0.932104252500769,NA,"Microglia"
"MACF1","MACF1-205",0.932104252500769,NA,"Microglia"
"MALAT1","MALAT1-202",0.932104252500769,NA,"Microglia"
"MALAT1","MALAT1-211",0.932104252500769,NA,"Microglia"
"MAP1B","MAP1B-201",0.932104252500769,NA,"Microglia"
"MAP1B","transcript99327.chr5.nnic",0.932104252500769,NA,"Microglia"
"MBP","MBP-205",0.932104252500769,NA,"Microglia"
"MBP","MBP-207",0.932104252500769,NA,"Microglia"
"MBP","MBP-202",0.932104252500769,NA,"Microglia"
"N4BP2L2","N4BP2L2-222",0.932104252500769,NA,"Microglia"
"N4BP2L2","N4BP2L2-245",0.932104252500769,NA,"Microglia"
"N4BP2L2","N4BP2L2-208",0.932104252500769,NA,"Microglia"
"N4BP2L2","N4BP2L2-229",0.932104252500769,NA,"Microglia"
"N4BP2L2","N4BP2L2-237",0.932104252500769,NA,"Microglia"
"NKTR","NKTR-211",0.962120040913923,NA,"Microglia"
"NKTR","NKTR-201",0.962120040913923,NA,"Microglia"
"NKTR","NKTR-202",0.962120040913923,NA,"Microglia"
"NOL8","NOL8-205",0.0385450774432806,0,"Microglia"
"NOL8","NOL8-208",0.0385450774432806,0,"Microglia"
"PHF3","PHF3-201",0.932104252500769,NA,"Microglia"
"PHF3","PHF3-208",0.932104252500769,NA,"Microglia"
"PHF3","PHF3-204",0.932104252500769,NA,"Microglia"
"PHF3","PHF3-202",0.932104252500769,NA,"Microglia"
"PHIP","PHIP-201",0.899318748763115,NA,"Microglia"
"PHIP","PHIP-203",0.899318748763115,NA,"Microglia"
"PHIP","PHIP-202",0.899318748763115,NA,"Microglia"
"PNISR","PNISR-202",0.932104252500769,NA,"Microglia"
"PNISR","PNISR-201",0.932104252500769,NA,"Microglia"
"PNISR","PNISR-207",0.932104252500769,NA,"Microglia"
"PPIG","PPIG-205",0.932104252500769,NA,"Microglia"
"PPIG","PPIG-217",0.932104252500769,NA,"Microglia"
"PTPRC","PTPRC-201",0.932104252500769,NA,"Microglia"
"PTPRC","transcript291306.chr1.nnic",0.932104252500769,NA,"Microglia"
"RANBP2","RANBP2-206",0.899318748763115,NA,"Microglia"
"RANBP2","RANBP2-201",0.899318748763115,NA,"Microglia"
"RASSF4","RASSF4-211",0.932104252500769,NA,"Microglia"
"RASSF4","RASSF4-201",0.932104252500769,NA,"Microglia"
"RBM25","RBM25-201",0.932104252500769,NA,"Microglia"
"RBM25","RBM25-203",0.932104252500769,NA,"Microglia"
"RBM25","RBM25-212",0.932104252500769,NA,"Microglia"
"RBMX","RBMX-212",0.351792820996714,NA,"Microglia"
"RBMX","RBMX-207",0.351792820996714,NA,"Microglia"
"RNF213","RNF213-204",0.932104252500769,NA,"Microglia"
"RNF213","RNF213-220",0.932104252500769,NA,"Microglia"
"RNF213","RNF213-210",0.932104252500769,NA,"Microglia"
"RNF213","RNF213-207",0.932104252500769,NA,"Microglia"
"SCAPER","SCAPER-201",0.932104252500769,NA,"Microglia"
"SCAPER","SCAPER-207",0.932104252500769,NA,"Microglia"
"SCAPER","SCAPER-212",0.932104252500769,NA,"Microglia"
"SCIN","SCIN-201",0.932104252500769,NA,"Microglia"
"SCIN","SCIN-202",0.932104252500769,NA,"Microglia"
"SF3B1","SF3B1-201",0.932104252500769,NA,"Microglia"
"SF3B1","SF3B1-208",0.932104252500769,NA,"Microglia"
"SHPRH","SHPRH-201",0.932104252500769,NA,"Microglia"
"SHPRH","SHPRH-204",0.932104252500769,NA,"Microglia"
"SHPRH","SHPRH-202",0.932104252500769,NA,"Microglia"
"SLC1A3","SLC1A3-253",0.932104252500769,NA,"Microglia"
"SLC1A3","SLC1A3-230",0.932104252500769,NA,"Microglia"
"SLC1A3","SLC1A3-201",0.932104252500769,NA,"Microglia"
"SLC1A3","SLC1A3-217",0.932104252500769,NA,"Microglia"
"SLC25A37","SLC25A37-201",0.932104252500769,NA,"Microglia"
"SLC25A37","SLC25A37-204",0.932104252500769,NA,"Microglia"
"SLC8A1","transcript50057.chr2.nnic",0.932104252500769,NA,"Microglia"
"SLC8A1","SLC8A1-201",0.932104252500769,NA,"Microglia"
"SLCO2B1","SLCO2B1-201",0.932104252500769,NA,"Microglia"
"SLCO2B1","SLCO2B1-202",0.932104252500769,NA,"Microglia"
"SLCO2B1","SLCO2B1-212",0.932104252500769,NA,"Microglia"
"SNAP25","SNAP25-201",0.932104252500769,NA,"Microglia"
"SNAP25","SNAP25-202",0.932104252500769,NA,"Microglia"
"SPECC1L","SPECC1L-201",0.932104252500769,NA,"Microglia"
"SPECC1L","SPECC1L-203",0.932104252500769,NA,"Microglia"
"SPP1","SPP1-216",0.932104252500769,NA,"Microglia"
"SPP1","SPP1-201",0.932104252500769,NA,"Microglia"
"SPP1","SPP1-203",0.932104252500769,NA,"Microglia"
"SRGAP2","SRGAP2-203",0.477103794503052,NA,"Microglia"
"SRGAP2","SRGAP2-215",0.477103794503052,NA,"Microglia"
"STX16","STX16-206",0.932104252500769,NA,"Microglia"
"STX16","STX16-202",0.932104252500769,NA,"Microglia"
"TLR6","TLR6-202",0.932104252500769,NA,"Microglia"
"TLR6","transcript76083.chr4.nnic",0.932104252500769,NA,"Microglia"
"TTC14","TTC14-201",0.932104252500769,NA,"Microglia"
"TTC14","TTC14-203",0.932104252500769,NA,"Microglia"
"TUT7","TUT7-206",0.932104252500769,NA,"Microglia"
"TUT7","TUT7-201",0.932104252500769,NA,"Microglia"
"UBA6","UBA6-203",0.932104252500769,NA,"Microglia"
"UBA6","UBA6-201",0.932104252500769,NA,"Microglia"
"UBC","UBC-201",0.932104252500769,NA,"Microglia"
"UBC","UBC-205",0.932104252500769,NA,"Microglia"
"VPS13C","VPS13C-211",0.932104252500769,NA,"Microglia"
"VPS13C","VPS13C-201",0.932104252500769,NA,"Microglia"
"VSIG4","VSIG4-201",0.932104252500769,NA,"Microglia"
"VSIG4","transcript79611.chrX.nic",0.932104252500769,NA,"Microglia"
"VSIG4","VSIG4-204",0.932104252500769,NA,"Microglia"
"WAPL","transcript156502.chr10.nnic",0.932104252500769,NA,"Microglia"
"WAPL","WAPL-201",0.932104252500769,NA,"Microglia"
"WSB1","WSB1-201",0.932104252500769,NA,"Microglia"
"WSB1","WSB1-209",0.932104252500769,NA,"Microglia"
"WSB1","WSB1-204",0.932104252500769,NA,"Microglia"
"ZEB2","ZEB2-223",0.932104252500769,NA,"Microglia"
"ZEB2","ZEB2-231",0.932104252500769,NA,"Microglia"
"ZEB2","ZEB2-218",0.932104252500769,NA,"Microglia"
"ZEB2","ZEB2-225",0.932104252500769,NA,"Microglia"
"ZHX1","ZHX1-201",0.932104252500769,NA,"Microglia"
"ZHX1","ZHX1-202",0.932104252500769,NA,"Microglia"
"ZNF451","ZNF451-207",0.932104252500769,NA,"Microglia"
"ZNF451","ZNF451-204",0.932104252500769,NA,"Microglia"
