isoform_id	gene_id	domain_count	canonical_domain_count	feature_type	within_gene_gap
BambuTx1237	ENSG00000070081.18	0	1	Type1_DomainLoss	0.01351164747029543
BambuTx1238	ENSG00000129158.11	1	1	Type3_SameDomain	0.0317658968269825
BambuTx1239	ENSG00000129158.11	0	1	Type1_DomainLoss	0.0317658968269825
BambuTx124	BambuGene6326	0	0	Type0_NoDomain	0.039526764303445816
BambuTx1244	ENSG00000109881.17	0	0	Type0_NoDomain	0.004632096271961927
BambuTx1245	ENSG00000169519.21	0	0	Type0_NoDomain	0.011939299292862415
BambuTx125	BambuGene6326	0	0	Type0_NoDomain	0.039526764303445816
BambuTx125	BambuGene6326	0	0	Type0_NoDomain	0.039526764303445816
BambuTx1252	ENSG00000121671.12	0	0	Type0_NoDomain	0.08695745468139648
BambuTx1253	ENSG00000025434.19	2	2	Type3_SameDomain	0.0
BambuTx1256	ENSG00000166900.17	0	0	Type0_NoDomain	0.025083256885409355
BambuTx1257	ENSG00000256591.5	0	0	Type0_NoDomain	0.0
BambuTx1262	ENSG00000149016.16	2	3	Type2_PartialTrunc	0.033934466540813446
BambuTx1264	ENSG00000185475.11	0	0	Type0_NoDomain	0.006030954420566559
BambuTx1265	ENSG00000149761.9	0	0	Type0_NoDomain	0.0264509879052639
BambuTx1266	ENSG00000173457.11	0	0	Type0_NoDomain	0.05655333399772644
BambuTx1267	ENSG00000173465.8	0	0	Type0_NoDomain	0.042705949395895004
BambuTx1267	ENSG00000173465.8	0	0	Type0_NoDomain	0.042705949395895004
BambuTx1267	ENSG00000173465.8	0	0	Type0_NoDomain	0.042705949395895004
BambuTx1268	ENSG00000175376.9	0	1	Type1_DomainLoss	0.0
BambuTx1268	ENSG00000175376.9	0	1	Type1_DomainLoss	0.0
BambuTx1269	ENSG00000174165.8	1	1	Type3_SameDomain	0.013724716380238533
BambuTx127	ENSG00000116874.12	0	0	Type0_NoDomain	0.06653042882680893
BambuTx1270	ENSG00000248643.5	2	2	Type3_SameDomain	0.0
BambuTx1271	ENSG00000248643.5	2	2	Type3_SameDomain	0.0
BambuTx1271	ENSG00000248643.5	2	2	Type3_SameDomain	0.0
BambuTx1272	ENSG00000172830.13	0	1	Type1_DomainLoss	0.0055343396961688995
BambuTx1272	ENSG00000172830.13	0	1	Type1_DomainLoss	0.0055343396961688995
BambuTx1274	ENSG00000110066.16	0	1	Type1_DomainLoss	0.04479961097240448
BambuTx1274	ENSG00000110066.16	0	1	Type1_DomainLoss	0.04479961097240448
BambuTx1278	ENSG00000175591.12	0	0	Type0_NoDomain	0.0
BambuTx1278	ENSG00000175591.12	0	0	Type0_NoDomain	0.0
BambuTx128	ENSG00000143067.5	1	1	Type3_SameDomain	0.005587033927440643
BambuTx1282	ENSG00000077514.9	0	0	Type0_NoDomain	0.018712744116783142
BambuTx1284	ENSG00000137486.17	1	1	Type3_SameDomain	0.004750107415020466
BambuTx1285	ENSG00000085741.14	0	0	Type0_NoDomain	0.0
BambuTx1285	ENSG00000085741.14	0	0	Type0_NoDomain	0.0
BambuTx1285	ENSG00000085741.14	0	0	Type0_NoDomain	0.0
BambuTx1287	ENSG00000149269.10	1	1	Type3_SameDomain	0.007436093874275684
BambuTx1287	ENSG00000149269.10	1	1	Type3_SameDomain	0.007436093874275684
BambuTx1288	ENSG00000149201.10	0	0	Type0_NoDomain	0.0
BambuTx1289	ENSG00000255250.3	0	0	Type0_NoDomain	0.0
BambuTx129	ENSG00000305887.1	0	1	Type1_DomainLoss	0.091877780854702
BambuTx1290	ENSG00000255471.2	0	0	Type0_NoDomain	0.007288649212568998
BambuTx1291	ENSG00000255471.2	0	0	Type0_NoDomain	0.007288649212568998
BambuTx1293	ENSG00000166012.17	0	0	Type0_NoDomain	0.0
BambuTx1296	ENSG00000020922.13	1	1	Type3_SameDomain	0.0
BambuTx1298	ENSG00000170903.12	0	0	Type0_NoDomain	0.019445979967713356
BambuTx1301	ENSG00000150787.8	0	0	Type0_NoDomain	0.014305944554507732
BambuTx1302	ENSG00000198851.10	0	0	Type0_NoDomain	0.0
BambuTx1303	ENSG00000256269.11	0	0	Type0_NoDomain	0.008511650376021862
BambuTx1304	ENSG00000172273.13	2	2	Type3_SameDomain	0.0
BambuTx1307	ENSG00000166261.11	0	3	Type1_DomainLoss	0.0
BambuTx1307	ENSG00000166261.11	0	3	Type1_DomainLoss	0.0
BambuTx1309	ENSG00000120458.13	0	0	Type0_NoDomain	0.09878827631473541
BambuTx1309	ENSG00000120458.13	0	0	Type0_NoDomain	0.09878827631473541
BambuTx1310	ENSG00000165526.9	0	0	Type0_NoDomain	0.037837594747543335
BambuTx1311	ENSG00000120451.11	1	1	Type3_SameDomain	0.027065852656960487
BambuTx1314	ENSG00000171823.7	1	1	Type3_SameDomain	0.0014937586383894086
BambuTx1315	ENSG00000111203.13	0	0	Type0_NoDomain	0.004010613076388836
BambuTx1316	BambuGene60551	0	0	Type0_NoDomain	0.0
BambuTx1317	ENSG00000111224.14	2	2	Type3_SameDomain	0.032547757029533386
BambuTx1318	ENSG00000111241.3	0	0	Type0_NoDomain	0.0
BambuTx132	ENSG00000275131.5	0	1	Type1_DomainLoss	0.0312359556555748
BambuTx132	ENSG00000275131.5	0	1	Type1_DomainLoss	0.0312359556555748
BambuTx1320	ENSG00000166532.16	0	0	Type0_NoDomain	0.019122952595353127
BambuTx1320	ENSG00000166532.16	0	0	Type0_NoDomain	0.019122952595353127
BambuTx1322	ENSG00000003056.8	0	0	Type0_NoDomain	0.014511232264339924
BambuTx1329	ENSG00000004700.16	2	2	Type3_SameDomain	0.007094607688486576
BambuTx1333	ENSG00000134283.18	0	0	Type0_NoDomain	0.08974476903676987
BambuTx1336	ENSG00000167528.13	0	2	Type1_DomainLoss	0.03103293478488922
BambuTx1336	ENSG00000167528.13	0	2	Type1_DomainLoss	0.03103293478488922
BambuTx1338	ENSG00000139624.14	1	1	Type3_SameDomain	0.0074564749374985695
BambuTx1339	ENSG00000123358.20	2	2	Type3_SameDomain	0.04417716711759567
BambuTx134	ENSG00000265491.5	1	1	Type3_SameDomain	0.008559062145650387
BambuTx1340	ENSG00000290965.2	0	0	Type0_NoDomain	0.0
BambuTx1342	ENSG00000135409.11	1	1	Type3_SameDomain	0.0
BambuTx1348	ENSG00000135441.8	0	0	Type0_NoDomain	0.0
BambuTx1350	ENSG00000257390.5	0	0	Type0_NoDomain	0.0
BambuTx1354	ENSG00000139613.12	1	1	Type3_SameDomain	0.004187135957181454
BambuTx1356	ENSG00000257921.6	0	0	Type0_NoDomain	0.0
BambuTx1359	ENSG00000309318.1	0	0	Type0_NoDomain	0.0
BambuTx136	ENSG00000186364.12	0	1	Type1_DomainLoss	0.07431209087371826
BambuTx136	ENSG00000186364.12	0	1	Type1_DomainLoss	0.07431209087371826
BambuTx1362	ENSG00000127325.19	0	0	Type0_NoDomain	0.08798672258853912
BambuTx1362	ENSG00000127325.19	0	0	Type0_NoDomain	0.08798672258853912
BambuTx1363	ENSG00000127325.19	0	0	Type0_NoDomain	0.08798672258853912
BambuTx1364	ENSG00000139291.14	0	0	Type0_NoDomain	0.033194512128829956
BambuTx137	ENSG00000186364.12	0	1	Type1_DomainLoss	0.07431209087371826
BambuTx1371	ENSG00000127720.8	0	0	Type0_NoDomain	0.01578037068247795
BambuTx1378	ENSG00000111144.10	1	1	Type3_SameDomain	0.006593555212020874
BambuTx138	ENSG00000131788.16	1	1	Type3_SameDomain	0.05426916852593422
BambuTx1382	ENSG00000136048.14	0	0	Type0_NoDomain	0.022626623511314392
BambuTx1383	ENSG00000185480.12	0	0	Type0_NoDomain	0.0
BambuTx1386	ENSG00000135093.13	1	1	Type3_SameDomain	0.015562502667307854
BambuTx1389	ENSG00000139433.11	0	0	Type0_NoDomain	0.022877631708979607
BambuTx1391	ENSG00000122986.14	1	1	Type3_SameDomain	0.0
BambuTx1391	ENSG00000122986.14	1	1	Type3_SameDomain	0.0
BambuTx1393	ENSG00000111445.14	2	2	Type3_SameDomain	0.0078107272274792194
BambuTx1394	ENSG00000176834.14	0	2	Type1_DomainLoss	0.11279595643281937
BambuTx1395	ENSG00000257218.6	0	0	Type0_NoDomain	0.0010097838239744306
BambuTx1396	ENSG00000167272.11	0	0	Type0_NoDomain	0.05414344742894173
BambuTx1396	ENSG00000167272.11	0	0	Type0_NoDomain	0.05414344742894173
BambuTx1397	ENSG00000110917.9	0	0	Type0_NoDomain	0.02780582197010517
BambuTx1397	ENSG00000110917.9	0	0	Type0_NoDomain	0.02780582197010517
BambuTx1398	ENSG00000110931.19	1	1	Type3_SameDomain	0.13172514736652374
BambuTx1398	ENSG00000110931.19	1	1	Type3_SameDomain	0.13172514736652374
BambuTx1398	ENSG00000110931.19	1	1	Type3_SameDomain	0.13172514736652374
BambuTx1399	ENSG00000110931.19	1	1	Type3_SameDomain	0.13172514736652374
BambuTx1399	ENSG00000110931.19	1	1	Type3_SameDomain	0.13172514736652374
BambuTx14	ENSG00000251503.8	0	0	Type0_NoDomain	0.0
BambuTx14	ENSG00000251503.8	0	0	Type0_NoDomain	0.0
BambuTx1400	ENSG00000110931.19	1	1	Type3_SameDomain	0.13172514736652374
BambuTx1402	ENSG00000033030.16	0	1	Type1_DomainLoss	0.05109430104494095
BambuTx1402	ENSG00000033030.16	0	1	Type1_DomainLoss	0.05109430104494095
BambuTx1404	ENSG00000111358.14	0	0	Type0_NoDomain	0.0038602380082011223
BambuTx1405	ENSG00000111358.14	0	0	Type0_NoDomain	0.0038602380082011223
BambuTx1407	ENSG00000151948.12	0	0	Type0_NoDomain	0.0
BambuTx1408	ENSG00000072609.18	2	2	Type3_SameDomain	0.008799873292446136
BambuTx1409	ENSG00000196458.11	0	0	Type0_NoDomain	0.07248031347990036
BambuTx1410	ENSG00000196458.11	0	0	Type0_NoDomain	0.07248031347990036
BambuTx1410	ENSG00000196458.11	0	0	Type0_NoDomain	0.07248031347990036
BambuTx1411	ENSG00000196387.10	3	3	Type3_SameDomain	0.07962074130773544
BambuTx1412	ENSG00000256223.6	3	3	Type3_SameDomain	0.0
BambuTx1413	ENSG00000172458.5	0	0	Type0_NoDomain	0.027210038155317307
BambuTx1413	ENSG00000172458.5	0	0	Type0_NoDomain	0.027210038155317307
BambuTx1415	BambuGene62577	0	0	Type0_NoDomain	0.0
BambuTx1418	ENSG00000102678.7	0	0	Type0_NoDomain	0.01641237363219261
BambuTx1419	ENSG00000102683.8	0	0	Type0_NoDomain	0.0
BambuTx1421	ENSG00000240654.6	2	2	Type3_SameDomain	0.0
BambuTx1424	ENSG00000132952.12	0	0	Type0_NoDomain	0.04459131509065628
BambuTx1428	ENSG00000139597.18	0	1	Type1_DomainLoss	0.031934816390275955
BambuTx1430	ENSG00000120669.16	1	1	Type3_SameDomain	0.0
BambuTx1433	ENSG00000120686.12	0	0	Type0_NoDomain	0.03195418789982796
BambuTx1435	ENSG00000102743.16	1	1	Type3_SameDomain	0.0
BambuTx1436	ENSG00000120690.17	0	1	Type1_DomainLoss	0.08017297089099884
BambuTx1437	ENSG00000120662.16	0	0	Type0_NoDomain	0.0
BambuTx1438	ENSG00000023516.9	0	0	Type0_NoDomain	0.016044102609157562
BambuTx1439	ENSG00000120658.14	0	1	Type1_DomainLoss	0.06128225103020668
